Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           135  
profit                 35   
profitPct              35   
growth                 1    
totalTrades            23   
barCount               51   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      52   
returnOnAccount        4    
averageProfitPerTrade  2    
numWinningTrades       12   
numLosingTrades        11   
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          1    
