Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           13140 
profit                 3140  
profitPct              31    
growth                 1     
totalTrades            240   
barCount               1096  
maxDrawdown            -14985
maxDrawdownPct         -60   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        1     
systemQuality          0     
profitFactor           1     
proportionProfitable   1     
percentProfitable      50    
returnOnAccount        1     
averageProfitPerTrade  13    
numWinningTrades       120   
numLosingTrades        120   
averageWinningTrade    0     
averageLosingTrade     0     
expectedValue          0     
