Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           604  
profit                 104  
profitPct              21   
growth                 1    
totalTrades            12   
barCount               11   
maxDrawdown            -32  
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        4    
averageProfitPerTrade  9    
numWinningTrades       6    
numLosingTrades        6    
averageWinningTrade    4    
averageLosingTrade     -2   
expectedValue          1    
