Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           111  
profit                 11   
profitPct              11   
growth                 1    
totalTrades            7    
barCount               56   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      14   
returnOnAccount        0    
averageProfitPerTrade  2    
numWinningTrades       1    
numLosingTrades        6    
averageWinningTrade    41   
averageLosingTrade     -6   
expectedValue          1    
