Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           119  
profit                 19   
profitPct              19   
growth                 1    
totalTrades            11   
barCount               23   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      55   
returnOnAccount        1    
averageProfitPerTrade  2    
numWinningTrades       6    
numLosingTrades        5    
averageWinningTrade    5    
averageLosingTrade     -3   
expectedValue          1    
