Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           958  
profit                 432  
profitPct              82   
growth                 2    
totalTrades            3    
barCount               3    
maxDrawdown            -11  
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             12   
rmultipleStdDev        11   
systemQuality          1    
profitFactor           47   
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        41   
averageProfitPerTrade  144  
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          2    
