Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           107  
profit                 7    
profitPct              7    
growth                 1    
totalTrades            4    
barCount               13   
maxDrawdown            -14  
maxDrawdownPct         -14  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        0    
averageProfitPerTrade  2    
numWinningTrades       1    
numLosingTrades        3    
averageWinningTrade    98   
averageLosingTrade     -26  
expectedValue          5    
