Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           122  
profit                 22   
profitPct              22   
growth                 1    
totalTrades            11   
barCount               22   
maxDrawdown            -5   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      45   
returnOnAccount        5    
averageProfitPerTrade  2    
numWinningTrades       5    
numLosingTrades        6    
averageWinningTrade    6    
averageLosingTrade     -2   
expectedValue          2    
