Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           130  
profit                 30   
profitPct              30   
growth                 1    
totalTrades            18   
barCount               50   
maxDrawdown            -26  
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      39   
returnOnAccount        1    
averageProfitPerTrade  2    
numWinningTrades       7    
numLosingTrades        11   
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          0    
