Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           156  
profit                 56   
profitPct              56   
growth                 2    
totalTrades            22   
barCount               13   
maxDrawdown            -14  
maxDrawdownPct         -10  
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        6    
averageProfitPerTrade  3    
numWinningTrades       11   
numLosingTrades        11   
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          1    
