Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           115  
profit                 15   
profitPct              15   
growth                 1    
totalTrades            18   
barCount               40   
maxDrawdown            -34  
maxDrawdownPct         -34  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      39   
returnOnAccount        0    
averageProfitPerTrade  1    
numWinningTrades       7    
numLosingTrades        11   
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          0    
