Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           81   
profit                 -19  
profitPct              -19  
growth                 1    
totalTrades            4    
barCount               10   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        0    
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -5   
numWinningTrades       0    
numLosingTrades        4    
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          -1   
