Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           406  
profit                 -308 
profitPct              -43  
growth                 1    
totalTrades            12   
barCount               10   
maxDrawdown            -308 
maxDrawdownPct         -43  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        0    
systemQuality          -3   
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -26  
numWinningTrades       0    
numLosingTrades        12   
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
