Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           260  
profit                 160  
profitPct              160  
growth                 3    
totalTrades            8    
barCount               10   
maxDrawdown            -5   
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             7    
rmultipleStdDev        9    
systemQuality          1    
profitFactor           33   
proportionProfitable   1    
percentProfitable      88   
returnOnAccount        80   
averageProfitPerTrade  20   
numWinningTrades       7    
numLosingTrades        1    
averageWinningTrade    16   
averageLosingTrade     -3   
expectedValue          14   
