Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           245  
profit                 145  
profitPct              145  
growth                 2    
totalTrades            14   
barCount               62   
maxDrawdown            -42  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        8    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      29   
returnOnAccount        6    
averageProfitPerTrade  10   
numWinningTrades       4    
numLosingTrades        10   
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
