Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           9722 
profit                 -278 
profitPct              -3   
growth                 1    
totalTrades            5    
barCount               12   
maxDrawdown            -1855
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        0    
averageProfitPerTrade  -56  
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          0    
