Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           145  
profit                 45   
profitPct              45   
growth                 1    
totalTrades            10   
barCount               24   
maxDrawdown            -3   
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           9    
proportionProfitable   1    
percentProfitable      80   
returnOnAccount        23   
averageProfitPerTrade  5    
numWinningTrades       8    
numLosingTrades        2    
averageWinningTrade    19   
averageLosingTrade     -9   
expectedValue          14   
