Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           88   
profit                 -12  
profitPct              -12  
growth                 1    
totalTrades            5    
barCount               50   
maxDrawdown            -13  
maxDrawdownPct         -13  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        1    
systemQuality          -1   
profitFactor           0    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        -1   
averageProfitPerTrade  -2   
numWinningTrades       2    
numLosingTrades        3    
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          0    
