Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           534  
profit                 34   
profitPct              7    
growth                 1    
totalTrades            3    
barCount               46   
maxDrawdown            -25  
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        1    
averageProfitPerTrade  11   
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    4    
averageLosingTrade     -3   
expectedValue          1    
