Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           590  
profit                 90   
profitPct              18   
growth                 1    
totalTrades            5    
barCount               27   
maxDrawdown            -10  
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           9    
proportionProfitable   1    
percentProfitable      80   
returnOnAccount        9    
averageProfitPerTrade  18   
numWinningTrades       4    
numLosingTrades        1    
averageWinningTrade    7    
averageLosingTrade     -3   
expectedValue          5    
