Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           143  
profit                 43   
profitPct              43   
growth                 1    
totalTrades            6    
barCount               138  
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        7    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      17   
returnOnAccount        2    
averageProfitPerTrade  7    
numWinningTrades       1    
numLosingTrades        5    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          0    
