Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           1118 
profit                 404  
profitPct              57   
growth                 2    
totalTrades            15   
barCount               32   
maxDrawdown            -366 
maxDrawdownPct         -51  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        12   
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      7    
returnOnAccount        1    
averageProfitPerTrade  27   
numWinningTrades       1    
numLosingTrades        14   
averageWinningTrade    9    
averageLosingTrade     0    
expectedValue          0    
