Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           115  
profit                 15   
profitPct              15   
growth                 1    
totalTrades            3    
barCount               34   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           5    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        3    
averageProfitPerTrade  5    
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    27   
averageLosingTrade     -10  
expectedValue          15   
