direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget,entry,open,high,low,close,volume,time,longTermDirection,upTrendCounter,downTrendCounter,longSma,shortSma,longEma,shortEma,rsi
1,2020/02/26,109.81,2020/02/28,104.3195,-5.490499999999997,-4.999999999999997,0.9500000000000001,4.999999999999997,,-1,1,stop-loss,104.3195,,,[object Object],5.75,5.95,5.66,5.8,2225820,2020-02-19T00:00:00.000Z,1,4,0,6.346333333333334,5.594285714285713,28.742513075307944,5.70710878372074,37.93103448275862
1,2020/03/10,105.3,2020/03/12,100.035,-5.265000000000001,-5.000000000000001,0.95,5.000000000000001,,-1,1,stop-loss,100.035,,,[object Object],3.37,3.38,3,3.2,1876297,2020-03-10T00:00:00.000Z,1,0,11,5.069999999999999,3.6957142857142853,13.771609860994213,3.6699374822980313,18.89952153110049
1,2020/09/18,176.7,2020/10/14,208.2035,31.503500000000003,17.828805885681952,1.1782880588568194,5.000000000000005,,3.5657611771363866,17,exit-rule,167.86499999999998,,,[object Object],2.75,2.83,2.5,2.83,1540841,2020-03-13T00:00:00.000Z,1,0,14,4.689000000000001,3.172857142857143,11.76934553723567,3.126692375344482,17.43341404358354
