Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           131  
profit                 31   
profitPct              31   
growth                 1    
totalTrades            3    
barCount               40   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        6    
systemQuality          0    
profitFactor           4    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        3    
averageProfitPerTrade  10   
numWinningTrades       1    
numLosingTrades        2    
averageWinningTrade    8    
averageLosingTrade     -1   
expectedValue          2    
