Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           470  
profit                 -30  
profitPct              -6   
growth                 1    
totalTrades            1    
barCount               81   
maxDrawdown            -30  
maxDrawdownPct         -6   
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -30  
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -8   
expectedValue          -8   
