Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           126  
profit                 26   
profitPct              26   
growth                 1    
totalTrades            18   
barCount               66   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      61   
returnOnAccount        3    
averageProfitPerTrade  1    
numWinningTrades       11   
numLosingTrades        7    
averageWinningTrade    2    
averageLosingTrade     -2   
expectedValue          1    
