Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           106  
profit                 6    
profitPct              6    
growth                 1    
totalTrades            8    
barCount               27   
maxDrawdown            -4   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        2    
averageProfitPerTrade  1    
numWinningTrades       4    
numLosingTrades        4    
averageWinningTrade    5    
averageLosingTrade     -3   
expectedValue          1    
