Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           241  
profit                 141  
profitPct              141  
growth                 2    
totalTrades            26   
barCount               17   
maxDrawdown            -11  
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           4    
proportionProfitable   0    
percentProfitable      42   
returnOnAccount        24   
averageProfitPerTrade  5    
numWinningTrades       11   
numLosingTrades        15   
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          1    
