Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           658  
profit                 131  
profitPct              25   
growth                 1    
totalTrades            5    
barCount               3    
maxDrawdown            -39  
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        4    
averageProfitPerTrade  26   
numWinningTrades       2    
numLosingTrades        3    
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          1    
