Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           28933
profit                 18933
profitPct              189  
growth                 3    
totalTrades            163  
barCount               927  
maxDrawdown            -5320
maxDrawdownPct         -41  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      62   
returnOnAccount        5    
averageProfitPerTrade  116  
numWinningTrades       101  
numLosingTrades        62   
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          0    
