Metric                 Value
---------------------  -----
startingCapital        137  
finalCapital           145  
profit                 8    
profitPct              6    
growth                 1    
totalTrades            8    
barCount               14   
maxDrawdown            -4   
maxDrawdownPct         -3   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      63   
returnOnAccount        2    
averageProfitPerTrade  1    
numWinningTrades       5    
numLosingTrades        3    
averageWinningTrade    8    
averageLosingTrade     -7   
expectedValue          2    
