Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           2337  
profit                 -7663 
profitPct              -77   
growth                 0     
totalTrades            189   
barCount               513   
maxDrawdown            -11433
maxDrawdownPct         -86   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        2     
systemQuality          0     
profitFactor           1     
proportionProfitable   0     
percentProfitable      28    
returnOnAccount        -1    
averageProfitPerTrade  -41   
numWinningTrades       52    
numLosingTrades        137   
averageWinningTrade    0     
averageLosingTrade     0     
expectedValue          0     
