Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           117  
profit                 17   
profitPct              17   
growth                 1    
totalTrades            11   
barCount               65   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      45   
returnOnAccount        1    
averageProfitPerTrade  2    
numWinningTrades       5    
numLosingTrades        6    
averageWinningTrade    14   
averageLosingTrade     -8   
expectedValue          2    
