.wallstreetbet stocks from Dec 2020 https://stocks.comment.ai/trending.html
PLTR
BABA
GME
TSLA
NIO
AMD
PSTH
AI
ICLN
CFO
AAPL
CRSR
AMZN
MSFT
BFT
GM
SNOW
THCB
TV
