.https://www.swaggystocks.com/dashboard/wallstreetbets/ticker-sentiment
DAL
AAL
TGT
CHGG
EXAS
GNRC
JMIA
PYPL
FCEL
GS
MAS
LI
SBE
ELF
UBER
SBUX
MP
PDD
ARKW
ECON
RIG
KO
TQQQ
FDX
COST
SPY
TSLA
PLTR
GME
AAPL
AMZN
CAN
NIO
ARKG
AMD
ICLN
FB
ARKK
PSTH
BA
NKLA
DIS
CRSR
MT
QQQ
QS
AMC
PRPL
MRNA
DM
DKNG
PLUG
NVDA
IPO
IPOC
DEF
JD
TDOC
F
MVIS
BOOM
TY
CRM
SQ
PFE
HERO
SHOP
GM
GAL
UVXY
CELH
MGNI
EAR
ZM
PTON
SPCE
MCD
RDFN
EGO
FSLY
DASH
UPS
ARKQ
GE
NFLX
PINS
BA
CARE
KN
