.https://www.swaggystocks.com/dashboard/wallstreetbets/ticker-sentiment
JMIA
BLNK
PYPL
FCEL
GS
STAR
IWM
MAS
LI
SBE
ELF
UBER
SBUX
MP
CPA
PDD
ARKW
ECON
RIG
KO
TQQQ
JNJ
FDX
COST
SPY
BABA
TSLA
PLTR
GME
AAPL
AMZN
CAN
NIO
ARKG
AMD
ICLN
MOD
SNOW
FB
ARKK
PSTH
GLD
BA
NKLA
MSFT
DIS
CRSR
MT
RKT
ARKF
QQQ
QS
AMC
FUBO
PRPL
MRNA
DM
DKNG
PLUG
HOG
NVDA
IPO
IPOC
DEF
MARA
JD
TDOC
RIOT
F
SOLO
MVIS
BOOM
TY
CRM
SQ
PFE
HERO
SHOP
GM
GAL
INTC
UVXY
CELH
MGNI
SPOT
EAR
ZM
PTON
SPCE
MCD
RDFN
EGO
FSLY
DASH
UPS
ARKQ
GE
NFLX
PINS
