time,close,fractal,gatorJaw,gatorTeeth,gatorLips,sma,smma
2020-01-02T00:00:00.000Z,20.02,0,20.02,20.02,20.02,20.02,20.02
2020-01-03T00:00:00.000Z,19.24,-1,19.24,19.24,19.24,19.24,19.24
2020-01-06T00:00:00.000Z,19.83,0,19.83,19.83,19.83,19.83,19.83
2020-01-07T00:00:00.000Z,20.82,0,20.82,20.82,20.82,20.82,20.82
2020-01-08T00:00:00.000Z,20.95,0,20.95,20.95,20.95,20.95,20.95
2020-01-09T00:00:00.000Z,20.98,1,20.98,20.98,20.98,20.98,20.98
2020-01-10T00:00:00.000Z,20.39,-1,20.39,20.39,20.39,20.39,20.39
2020-01-13T00:00:00.000Z,21.04,1,21.04,21.04,19.871789999999997,21.04,21.04
2020-01-14T00:00:00.000Z,20.59,-1,20.59,20.59,20.28279,20.428888888888892,20.59
2020-01-15T00:00:00.000Z,20.68,1,20.68,20.68,20.54079,20.502222222222223,20.68
2020-01-16T00:00:00.000Z,20.5,0,20.5,20.5,20.80479,20.642222222222223,20.5
2020-01-17T00:00:00.000Z,20.43,-1,20.43,20.43,20.87479,20.708888888888893,20.43
2020-01-21T00:00:00.000Z,20.48,1,20.48,20.281743749999997,20.829500000000003,20.67111111111111,20.48
2020-01-22T00:00:00.000Z,18.39,-1,18.39,20.46861875,20.7155,20.38666666666667,18.39
2020-01-23T00:00:00.000Z,19,1,19,20.608306250000002,20.6365,20.166666666666668,19
2020-01-24T00:00:00.000Z,18.15,0,18.15,20.74518125,20.496500000000005,19.91777777777778,18.15
2020-01-27T00:00:00.000Z,17.93,-1,17.93,20.743931250000003,20.26,19.572222222222223,17.93
2020-01-28T00:00:00.000Z,18.21,0,18.21,20.672187500000003,19.8815,19.30777777777778,18.21
2020-01-29T00:00:00.000Z,18.42,1,18.42,20.454375,19.458499999999997,19.056666666666665,18.42
2020-01-30T00:00:00.000Z,18.14,0,18.14,20.19625,18.9495,18.79444444444444,18.14
2020-01-31T00:00:00.000Z,17.88,-1,20.364342307692308,19.903750000000002,18.545499999999997,18.511111111111113,17.88
2020-02-03T00:00:00.000Z,18.6,0,20.38838076923077,19.540625,18.286,18.302222222222223,18.6
2020-02-04T00:00:00.000Z,18.87,1,20.328765384615387,19.244687499999998,18.134999999999998,18.355555555555554,18.87
2020-02-05T00:00:00.000Z,18.65,-1,20.250303846153848,18.935937499999998,17.999,18.31666666666667,18.65
2020-02-06T00:00:00.000Z,19.06,0,20.053765384615385,18.6328125,18.133,18.41777777777778,19.06
2020-02-07T00:00:00.000Z,19.09,0,19.85423076923077,18.3428125,18.3,18.546666666666667,19.09
2020-02-10T00:00:00.000Z,20.31,0,19.620384615384612,18.21125,18.41,18.78,20.31
2020-02-11T00:00:00.000Z,20.39,0,19.403461538461535,18.25625,18.652,18.99888888888889,20.39
2020-02-12T00:00:00.000Z,20.99,1,19.17115384615385,18.280625,18.8615,19.31555555555556,20.99
2020-02-13T00:00:00.000Z,20.54,-1,18.999230769230767,18.446875,19.1205,19.61111111111111,20.54
2020-02-14T00:00:00.000Z,21.05,1,18.881346153846152,18.5403125,19.496500000000005,19.883333333333336,21.05
2020-02-18T00:00:00.000Z,20.58,-1,18.733653846153842,18.7328125,19.9135,20.073333333333338,20.58
2020-02-19T00:00:00.000Z,20.61,0,18.640192307692306,19.107187500000002,20.1625,20.29111111111111,20.61
2020-02-20T00:00:00.000Z,20.93,1,18.542307692307695,19.4771875,20.552039999999998,20.49888888888889,20.93
2020-02-21T00:00:00.000Z,20.05,0,18.56096153846154,19.7153125,20.72454,20.605555555555554,20.05
2020-02-24T00:00:00.000Z,19.49,0,18.73326923076923,19.947837500000002,20.67454,20.514444444444447,19.49
2020-02-25T00:00:00.000Z,19.27,-1,18.908653846153847,20.1794,20.652540000000005,20.39,19.27
2020-02-26T00:00:00.000Z,19.6,1,19.10673076923077,20.371275,20.642540000000004,20.235555555555557,19.6
2020-02-27T00:00:00.000Z,18.58,-1,19.314053846153847,20.596587500000002,20.3345,20.017777777777773,18.58
2020-02-28T00:00:00.000Z,19.81,1,19.49886153846154,20.666587500000002,20.155,19.880000000000003,19.81
2020-03-02T00:00:00.000Z,19.39,0,19.710015384615385,20.471587500000002,19.899,19.747777777777774,19.39
2020-03-03T00:00:00.000Z,19.21,-1,19.929246153846154,20.330337500000002,19.45412,19.592222222222222,19.21
2020-03-04T00:00:00.000Z,20.38,1,20.071938461538462,20.2065875,19.171120000000002,19.531111111111112,20.38
2020-03-05T00:00:00.000Z,20.1,0,20.09655384615385,19.9103875,19.18012,19.536666666666665,20.1
2020-03-06T00:00:00.000Z,19.9,0,20.170015384615382,19.695700000000002,19.09612,19.582222222222224,19.9
2020-03-09T00:00:00.000Z,18.99,0,20.189630769230767,19.537575000000004,19.21812,19.551111111111112,18.99
2020-03-10T00:00:00.000Z,18.84,0,20.15717692307692,19.357575000000004,19.5135,19.46666666666667,18.84
2020-03-11T00:00:00.000Z,17.75,0,20.091407692307694,19.316325,19.6635,19.37444444444445,17.75
2020-03-12T00:00:00.000Z,15.46,0,19.974869230769233,19.3972625,19.5255,18.891111111111112,15.46
2020-03-13T00:00:00.000Z,15.4,0,19.855638461538465,19.3885125,19.427500000000002,18.44777777777778,15.4
2020-03-16T00:00:00.000Z,14.44,-1,19.826407692307694,19.3041375,19.10577,17.91777777777778,14.44
2020-03-17T00:00:00.000Z,14.85,1,19.757738461538466,19.3409375,18.239269999999998,17.30333333333333,14.85
2020-03-18T00:00:00.000Z,12.36,-1,19.683315384615387,19.27548125,17.398270000000004,16.443333333333335,12.36
2020-03-19T00:00:00.000Z,13.04,0,19.532930769230774,18.80923125,16.556269999999998,15.681111111111107,13.04
2020-03-20T00:00:00.000Z,13.36,0,19.384469230769234,18.32735625,15.61028,15.055555555555555,13.36
2020-03-23T00:00:00.000Z,13.49,0,19.235342307692306,17.64048125,14.549009999999999,14.461111111111109,13.49
2020-03-24T00:00:00.000Z,14.18,0,18.95188076923077,16.901424999999996,14.030959999999999,14.064444444444442,14.18
2020-03-25T00:00:00.000Z,14.98,0,18.623034615384615,16.078925,13.655959999999999,14.011111111111113,14.98
2020-03-26T00:00:00.000Z,16.7,1,18.247265384615385,15.37514375,13.35796,14.155555555555557,16.7
2020-03-27T00:00:00.000Z,16.49,-1,17.90606923076923,14.720143749999998,13.36995,14.383333333333335,16.49
2020-03-29T23:00:00.000Z,16.9,0,17.45760769230769,14.048099999999998,13.843950000000001,14.61111111111111,16.9
2020-03-30T23:00:00.000Z,16.95,1,16.971434615384617,13.858099999999999,14.488,15.121111111111109,16.95
2020-03-31T23:00:00.000Z,16.7,-1,16.530665384615386,13.857474999999999,15.057999999999998,15.527777777777779,16.7
2020-04-01T23:00:00.000Z,16.99,1,15.993357692307692,14.082474999999999,15.765,15.931111111111115,16.99
2020-04-02T23:00:00.000Z,15.97,-1,15.54316538461538,14.374968749999999,16.35,16.206666666666667,15.97
2020-04-05T23:00:00.000Z,16.13,1,15.219319230769232,14.80809375,16.68299,16.423333333333332,16.13
2020-04-06T23:00:00.000Z,15.08,-1,15.033934615384613,15.3075,16.76499,16.434444444444445,15.08
2020-04-07T23:00:00.000Z,15.37,0,14.850088461538459,15.749368749999999,16.904989999999998,16.28666666666667,15.37
2020-04-08T23:00:00.000Z,15.62,0,14.708446153846154,16.21186875,16.88799,16.189999999999998,15.62
2020-04-12T23:00:00.000Z,15.95,0,14.816523076923074,16.58436875,16.59999,16.084444444444443,15.95
2020-04-13T23:00:00.000Z,16.58,1,14.944211538461538,16.71061875,16.223,16.043333333333333,16.58
2020-04-14T23:00:00.000Z,16.54,0,15.114211538461536,16.62749375,15.97147,16.025555555555556,16.54
2020-04-15T23:00:00.000Z,16.05,-1,15.348053846153846,16.47749375,15.69247,15.921111111111113,16.05
2020-04-16T23:00:00.000Z,16.55,1,15.608053846153846,16.340912499999998,15.69547,15.985555555555553,16.55
2020-04-19T23:00:00.000Z,16.18,0,15.804611538461538,16.1734125,15.81647,15.99111111111111,16.18
2020-04-20T23:00:00.000Z,15.17,-1,15.931534615384615,16.09341875,16.03647,16.00111111111111,15.17
2020-04-21T23:00:00.000Z,15.44,1,16.119407692307693,16.034668749999998,16.2,16.008888888888887,15.44
2020-04-22T23:00:00.000Z,15.39,-1,16.241330769230768,15.93466875,16.324,15.983333333333336,15.39
2020-04-23T23:00:00.000Z,16.21,0,16.32017692307692,15.91091875,16.101,16.012222222222224,16.21
2020-04-26T23:00:00.000Z,16.32,1,16.315561538461537,16.00091875,15.895,15.983333333333333,16.32
2020-04-27T23:00:00.000Z,15.71,-1,16.30786923076923,16.01716875,15.725,15.891111111111112,15.71
2020-04-28T23:00:00.000Z,15.99,0,16.28671538461538,15.986875,15.635,15.884444444444446,15.99
2020-04-29T23:00:00.000Z,16.23,1,16.23133076923077,15.955,15.664999999999997,15.84888888888889,16.23
2020-04-30T23:00:00.000Z,15.11,0,16.096334615384613,15.873125,15.806000000000001,15.729999999999999,15.11
2020-05-03T23:00:00.000Z,15.1,0,15.980949999999996,15.90625,15.916,15.722222222222221,15.1
2020-05-04T23:00:00.000Z,14.7,-1,15.85402692307692,15.873125000000002,16.096,15.639999999999999,14.7
2020-05-05T23:00:00.000Z,15.04,0,15.804796153846153,15.809375,15.97212,15.601111111111111,15.04
2020-05-06T23:00:00.000Z,15.5,0,15.87171923076923,15.8125,15.67312,15.52222222222222,15.5
2020-05-07T23:00:00.000Z,15.85,0,15.93595,15.792575000000001,15.508120000000002,15.469999999999999,15.85
2020-05-10T23:00:00.000Z,16.1,1,15.959615384615386,15.767575,15.37912,15.51333333333333,16.1
2020-05-11T23:00:00.000Z,15.84,-1,16.00923076923077,15.737575000000001,15.16412,15.496666666666666,15.84
2020-05-12T23:00:00.000Z,16.03,0,15.9112,15.649450000000002,15.289000000000001,15.474444444444442,16.03
2020-05-13T23:00:00.000Z,16.34,0,15.816584615384615,15.499450000000001,15.467100000000002,15.61111111111111,16.34
2020-05-14T23:00:00.000Z,17.13,0,15.732738461538462,15.469450000000002,15.658100000000001,15.836666666666666,17.13
2020-05-17T23:00:00.000Z,17.5,0,15.643892307692305,15.4870125,15.817100000000002,16.147777777777776,17.5
2020-05-18T23:00:00.000Z,18.75,0,15.563123076923073,15.4638875,15.9286,16.560000000000002,18.75
2020-05-19T23:00:00.000Z,19.15,1,15.598892307692305,15.552562500000002,16.1001,16.965555555555557,19.15
2020-05-20T23:00:00.000Z,17.09,0,15.65200769230769,15.659125000000003,16.496,17.103333333333335,17.09
2020-05-21T23:00:00.000Z,15.54,-1,15.707007692307693,15.8394375,16.951999999999998,17.04111111111111,15.54
2020-05-25T23:00:00.000Z,16.32,1,15.71393076923077,16.1850625,17.646,17.094444444444445,16.32
2020-05-26T23:00:00.000Z,16.3,0,15.664507692307694,16.5813125,17.92483,17.124444444444446,16.3
2020-05-27T23:00:00.000Z,15.61,0,15.712007692307692,17.0256875,17.7736,17.043333333333333,15.61
2020-05-28T23:00:00.000Z,15.52,-1,15.875084615384615,17.19520625,17.4876,16.864444444444445,15.52
2020-05-31T23:00:00.000Z,16.05,0,16.036238461538463,17.161625,17.053100000000004,16.703333333333333,16.05
2020-06-01T23:00:00.000Z,16.57,0,16.357730769230773,17.229125,16.3561,16.46111111111111,16.57
2020-06-02T23:00:00.000Z,16.82,0,16.530550000000005,17.284125,15.98727,16.202222222222222,16.82
2020-06-03T23:00:00.000Z,16.93,1,16.583346153846154,17.1856875,15.956,16.184444444444445,16.93
2020-06-04T23:00:00.000Z,16.68,0,16.686038461538462,16.87725,15.95,16.311111111111114,16.68
2020-06-07T23:00:00.000Z,16.59,0,16.76276923076923,16.539125000000002,15.986500000000001,16.341111111111115,16.59
2020-06-08T23:00:00.000Z,15.91,-1,16.768153846153844,16.169125,16.224500000000003,16.297777777777778,15.91
