time,close,fractal,gatorJaw,gatorTeeth,gatorLips,sma,smma
2020-01-02T00:00:00.000Z,10.68,0,10.68,10.68,10.68,10.68,10.68
2020-01-03T00:00:00.000Z,10.68,0,10.68,10.68,10.68,10.68,10.68
2020-01-06T00:00:00.000Z,10.8,0,10.8,10.8,10.8,10.8,10.8
2020-01-07T00:00:00.000Z,10.9,0,10.9,10.9,10.9,10.9,10.9
2020-01-08T00:00:00.000Z,11.26,0,11.26,11.26,11.26,11.26,11.26
2020-01-09T00:00:00.000Z,12.25,0,12.25,12.25,12.25,12.25,12.25
2020-01-10T00:00:00.000Z,12.39,1,12.39,12.39,12.39,12.39,12.39
2020-01-13T00:00:00.000Z,12,0,12,12,10.845609999999999,12,12
2020-01-14T00:00:00.000Z,11.94,-1,11.94,11.94,11.07361,11.433333333333332,11.94
2020-01-15T00:00:00.000Z,12.7,0,12.7,12.7,11.398840000000002,11.657777777777778,12.7
2020-01-16T00:00:00.000Z,12.99,0,12.99,12.99,11.65867,11.914444444444444,12.99
2020-01-17T00:00:00.000Z,13.57,0,13.57,13.57,11.88667,12.222222222222221,13.57
2020-01-21T00:00:00.000Z,13.83,0,13.83,11.311774999999999,12.162230000000003,12.547777777777776,13.83
2020-01-22T00:00:00.000Z,14.27,0,14.27,11.4774,12.42723,12.882222222222222,14.27
2020-01-23T00:00:00.000Z,14.44,1,14.44,11.704275,12.609,13.125555555555556,14.44
2020-01-24T00:00:00.000Z,14.36,-1,14.36,12.00354375,12.972,13.344444444444443,14.36
2020-01-27T00:00:00.000Z,15,0,15,12.291668750000001,13.373000000000001,13.677777777777777,15
2020-01-28T00:00:00.000Z,15.08,1,15.08,12.640768750000001,13.745,14.026666666666666,15.08
2020-01-29T00:00:00.000Z,14.5,-1,14.5,12.91451875,13.994729999999999,14.226666666666667,14.5
2020-01-30T00:00:00.000Z,14.67,1,14.67,13.170625,14.300730000000001,14.413333333333334,14.67
2020-01-31T00:00:00.000Z,14.53,0,11.950323076923077,13.463581249999999,14.52373,14.520000000000001,14.53
2020-02-03T00:00:00.000Z,14.51,-1,12.206476923076924,13.800456250000002,14.609720000000001,14.595555555555556,14.51
2020-02-04T00:00:00.000Z,14.57,1,12.489169230769232,14.11670625,14.663720000000001,14.628888888888888,14.57
2020-02-05T00:00:00.000Z,14.25,0,12.769384615384613,14.278575,14.715990000000001,14.607777777777777,14.25
