time,close,fractal,gatorJaw,gatorTeeth,gatorLips,sma,smma
2020-01-02T00:00:00.000Z,9.8,0,9.8,9.8,9.8,9.8,9.8
2020-01-03T00:00:00.000Z,9.8,0,9.8,9.8,9.8,9.8,9.8
2020-01-06T00:00:00.000Z,9.82,0,9.82,9.82,9.82,9.82,9.82
2020-01-07T00:00:00.000Z,9.82,0,9.82,9.82,9.82,9.82,9.82
2020-01-08T00:00:00.000Z,9.95,1,9.95,9.95,9.95,9.95,9.95
2020-01-09T00:00:00.000Z,9.94,0,9.94,9.94,9.94,9.94,9.94
2020-01-10T00:00:00.000Z,9.94,0,9.94,9.94,9.94,9.94,9.94
2020-01-13T00:00:00.000Z,9.93,0,9.93,9.93,9.826,9.93,9.93
2020-01-14T00:00:00.000Z,9.93,0,9.93,9.93,9.852,9.881111111111112,9.93
2020-01-15T00:00:00.000Z,9.93,0,9.93,9.93,9.879999999999999,9.895555555555555,9.93
2020-01-16T00:00:00.000Z,9.93,0,9.93,9.93,9.903,9.91,9.93
2020-01-17T00:00:00.000Z,9.88,-1,9.88,9.88,9.924999999999999,9.916666666666666,9.88
2020-01-21T00:00:00.000Z,9.92,0,9.92,9.866875,9.933,9.927777777777777,9.92
2020-01-22T00:00:00.000Z,9.92,0,9.92,9.883125,9.933,9.924444444444443,9.92
2020-01-23T00:00:00.000Z,9.92,0,9.92,9.899375,9.926999999999998,9.922222222222222,9.92
2020-01-24T00:00:00.000Z,9.92,0,9.92,9.913125,9.9235,9.92,9.92
2020-01-27T00:00:00.000Z,9.92,0,9.92,9.924374999999998,9.9225,9.91888888888889,9.92
2020-01-28T00:00:00.000Z,9.92,0,9.92,9.9278125,9.9275,9.91777777777778,9.92
2020-01-29T00:00:00.000Z,9.92,0,9.92,9.9271875,9.925500000000001,9.916666666666668,9.92
2020-01-30T00:00:00.000Z,9.92,0,9.92,9.929062499999999,9.9275,9.915555555555557,9.92
2020-01-31T00:00:00.000Z,10,1,9.888653846153847,9.9271875,9.928,9.928888888888888,10
2020-02-03T00:00:00.000Z,9.92,-1,9.898269230769232,9.9259375,9.927000000000001,9.928888888888888,9.92
2020-02-04T00:00:00.000Z,9.95,1,9.91019230769231,9.924687500000001,9.93,9.932222222222224,9.95
2020-02-05T00:00:00.000Z,9.95,0,9.917884615384615,9.9234375,9.956999999999999,9.935555555555556,9.95
2020-02-06T00:00:00.000Z,9.935,-1,9.925576923076921,9.9309375,9.956999999999999,9.937222222222223,9.935
2020-02-07T00:00:00.000Z,9.935,0,9.927884615384615,9.948125000000001,9.958000000000002,9.93888888888889,9.935
2020-02-10T00:00:00.000Z,10.08,0,9.927115384615385,9.9475,9.964000000000002,9.956666666666667,10.08
2020-02-11T00:00:00.000Z,10.08,0,9.929423076923076,9.94375,9.9485,9.974444444444446,10.08
2020-02-12T00:00:00.000Z,10.08,0,9.938653846153848,9.9475,9.9245,9.992222222222223,10.08
2020-02-13T00:00:00.000Z,10.08,0,9.937884615384615,9.9440625,9.9565,10.00111111111111,10.08
2020-02-14T00:00:00.000Z,10.08,0,9.9375,9.945937500000001,9.9875,10.018888888888888,10.08
2020-02-18T00:00:00.000Z,10.08,0,9.93903846153846,9.9659375,10.013499999999999,10.033333333333333,10.08
2020-02-19T00:00:00.000Z,10.08,0,9.937692307692307,9.9796875,10.050999999999998,10.047777777777776,10.08
2020-02-20T00:00:00.000Z,10.08,0,9.939038461538463,9.9828125,10.08,10.063888888888888,10.08
2020-02-21T00:00:00.000Z,10.09,1,9.95096153846154,10.0028125,10.08,10.081111111111111,10.09
2020-02-24T00:00:00.000Z,9.98,0,9.960576923076925,10.0221875,10.08,10.07,9.98
2020-02-25T00:00:00.000Z,9.98,0,9.972884615384617,10.038437499999999,10.08,10.05888888888889,9.98
2020-02-26T00:00:00.000Z,9.97,0,9.985192307692309,10.061874999999999,10.078,10.046666666666667,9.97
2020-02-27T00:00:00.000Z,9.96,-1,9.9975,10.08,10.0585,10.033333333333335,9.96
2020-02-28T00:00:00.000Z,9.97,0,10.009807692307692,10.07875,10.038499999999999,10.02111111111111,9.97
2020-03-02T00:00:00.000Z,9.98,1,10.018269230769231,10.0665625,10.0155,10.010000000000002,9.98
2020-03-03T00:00:00.000Z,9.98,0,10.020192307692307,10.0540625,9.9915,9.99888888888889,9.98
2020-03-04T00:00:00.000Z,9.98,0,10.03173076923077,10.039687500000001,9.9665,9.98777777777778,9.98
2020-03-05T00:00:00.000Z,9.97,0,10.036153846153844,10.024687500000002,9.966,9.974444444444446,9.97
