time,close,fractal,gatorJaw,gatorTeeth,gatorLips,sma,smma
2020-08-11T23:00:00.000Z,4.15,0,4.15,4.15,4.15,4.15,4.15
2020-08-12T23:00:00.000Z,4.5,1,4.5,4.5,4.5,4.5,4.5
2020-08-13T23:00:00.000Z,4.32,-1,4.32,4.32,4.32,4.32,4.32
2020-08-16T23:00:00.000Z,4.46,1,4.46,4.46,4.46,4.46,4.46
2020-08-17T23:00:00.000Z,4.41,0,4.41,4.41,4.41,4.41,4.41
2020-08-18T23:00:00.000Z,4.25,-1,4.25,4.25,4.25,4.25,4.25
2020-08-19T23:00:00.000Z,4.32,1,4.32,4.32,4.32,4.32,4.32
2020-08-20T23:00:00.000Z,4.23,0,4.23,4.23,4.41809,4.23,4.23
2020-08-23T23:00:00.000Z,4.13,-1,4.13,4.13,4.402089999999999,4.307777777777778,4.13
2020-08-24T23:00:00.000Z,4.15,1,4.15,4.15,4.40009,4.307777777777778,4.15
2020-08-25T23:00:00.000Z,3.98,0,3.98,3.98,4.3921,4.25,3.98
2020-08-26T23:00:00.000Z,3.89,0,3.89,3.89,4.33801,4.202222222222222,3.89
2020-08-27T23:00:00.000Z,3.69,-1,3.69,4.3788125,4.262009999999999,4.116666666666666,3.69
2020-08-30T23:00:00.000Z,3.73,0,3.73,4.350687499999999,4.197,4.04111111111111,3.73
2020-08-31T23:00:00.000Z,4.14,0,4.14,4.326312499999999,4.107,4.028888888888889,4.14
2020-09-01T23:00:00.000Z,4.39,1,4.39,4.29568125,4.020989999999999,4.036666666666666,4.39
2020-09-02T23:00:00.000Z,4.07,-1,4.07,4.22125,3.92699,4.018888888888889,4.07
2020-09-03T23:00:00.000Z,4.08,1,4.08,4.130625,3.98899,4.013333333333334,4.08
2020-09-07T23:00:00.000Z,4,-1,4,4.05375,4.037000000000001,3.9966666666666666,4
2020-09-08T23:00:00.000Z,4.02,1,4.02,4.069375,4.089,4.001111111111111,4.02
2020-09-09T23:00:00.000Z,3.94,0,4.241188461538463,4.07374375,4.1184,4.006666666666667,3.94
2020-09-10T23:00:00.000Z,3.8,-1,4.187726923076923,4.06561875,4.2134,4.018888888888888,3.8
2020-09-13T23:00:00.000Z,3.88,0,4.196573076923077,4.04086875,4.141400000000001,4.035555555555556,3.88
2020-09-14T23:00:00.000Z,3.97,0,4.196188461538462,4.064,4.0914,4.016666666666667,3.97
2020-09-15T23:00:00.000Z,4.1,0,4.170384615384616,4.0908750000000005,4.0304,3.9844444444444442,4.1
2020-09-16T23:00:00.000Z,4.12,1,4.125923076923076,4.117750000000001,4.015,3.9899999999999998,4.12
2020-09-17T23:00:00.000Z,4,-1,4.115153846153846,4.13025,3.9608800000000004,3.981111111111111,4
2020-09-20T23:00:00.000Z,4.1,1,4.097076923076923,4.057125000000001,3.97088,3.9922222222222215,4.1
2020-09-21T23:00:00.000Z,3.8,-1,4.080534615384615,4.016425,3.97288,3.967777777777778,3.8
2020-09-22T23:00:00.000Z,3.91,1,4.052073076923077,4.01705,4.0248800000000005,3.964444444444444,3.91
2020-09-23T23:00:00.000Z,2.92,0,4.03091923076923,4.0268,4.066879999999999,3.866666666666667,2.92
2020-09-24T23:00:00.000Z,2.66,0,4.024338461538462,4.012425,4.067,3.731111111111111,2.66
2020-09-27T23:00:00.000Z,2.29,-1,4.044723076923077,4.01055,4.032,3.5444444444444447,2.29
2020-09-28T23:00:00.000Z,2.35,1,4.06203076923077,4.001175,3.7909999999999995,3.35,2.35
2020-09-29T23:00:00.000Z,2.23,-1,4.089723076923078,4.01805,3.5090000000000003,3.1399999999999997,2.23
2020-09-30T23:00:00.000Z,2.25,0,4.060876923076924,3.8868,3.17301,2.945555555555556,2.25
2020-10-01T23:00:00.000Z,2.305,0,4.035876923076923,3.7300000000000004,2.84221,2.746111111111111,2.305
2020-10-04T23:00:00.000Z,2.41,0,4.022800000000001,3.51188125,2.50671,2.591666666666667,2.41
2020-10-05T23:00:00.000Z,2.57,0,3.9361076923076928,3.2945062499999995,2.39271,2.442777777777778,2.57
2020-10-06T23:00:00.000Z,2.6,0,3.8188000000000004,3.06919375,2.29971,2.4072222222222224,2.6
2020-10-07T23:00:00.000Z,2.64,0,3.6884192307692305,2.8404437499999995,2.3027,2.4050000000000002,2.64
2020-10-08T23:00:00.000Z,2.73,0,3.55541923076923,2.62544375,2.3455000000000004,2.453888888888889,2.73
2020-10-11T23:00:00.000Z,2.8,1,3.4367653846153843,2.43106875,2.396,2.503888888888889,2.8
2020-10-12T23:00:00.000Z,2.75,-1,3.31215,2.3910687499999996,2.4619999999999997,2.5616666666666665,2.75
2020-10-13T23:00:00.000Z,3.02,1,3.1798884615384613,2.3735687500000004,2.5629999999999997,2.647222222222222,3.02
2020-10-14T23:00:00.000Z,2.94,-1,3.046811538461538,2.3960624999999998,2.633,2.717777777777778,2.94
2020-10-15T23:00:00.000Z,3.03,1,2.929503846153845,2.4509375,2.68855,2.786666666666667,3.03
2020-10-18T23:00:00.000Z,3,-1,2.810273076923077,2.51,2.7720100000000003,2.8344444444444448,3
2020-10-19T23:00:00.000Z,3.11,1,2.694888461538461,2.57596875,2.82301,2.891111111111111,3.11
2020-10-20T23:00:00.000Z,3.05,-1,2.6014269230769234,2.66875625,2.88001,2.9366666666666665,3.05
2020-10-21T23:00:00.000Z,3.13,0,2.5087346153846157,2.7212562499999997,2.9310099999999997,2.981111111111111,3.13
