timestamp,open,high,low,close,volume
2020-12-24,45.5600,49.4800,45.1247,46.1000,5838338
2020-12-23,42.8900,48.8000,41.0600,44.8900,7528726
2020-12-22,39.9900,46.5800,37.5000,45.2300,9825863
2020-12-21,37.2600,39.9800,36.5000,39.0000,6894924
2020-12-18,35.9400,37.4900,35.0300,35.9900,3835338
2020-12-17,35.5200,36.0000,34.5500,35.5000,2946101
2020-12-16,35.2300,36.4500,34.2000,34.9500,3792344
2020-12-15,34.0000,34.9600,32.6500,34.9400,5489207
2020-12-14,39.5900,39.9800,35.0000,35.7100,5540199
2020-12-11,39.3200,40.0000,36.7800,37.9100,7537374
2020-12-10,39.2200,42.6000,38.1700,41.9000,5313445
2020-12-09,40.0000,44.4100,36.1500,43.0000,12491672
2020-12-08,38.3500,38.9800,35.4400,38.5600,5587882
2020-12-07,35.0000,37.5900,34.1500,36.3700,7964259
2020-12-04,32.0000,34.0000,30.4100,32.9000,5099672
2020-12-03,31.3900,32.9000,30.0900,32.5600,5263456
2020-12-02,26.1400,31.7900,24.5600,29.5000,13181742
2020-12-01,35.3600,35.4800,29.0000,29.3500,10167781
2020-11-30,39.1000,39.1167,32.5600,33.6100,7793311
2020-11-27,36.7700,37.7500,36.0000,37.1300,4132741
2020-11-25,34.6900,36.6700,33.1000,34.9400,11524452
2020-11-24,39.6200,42.3000,33.6000,36.8800,27986440
2020-11-23,29.8300,35.8800,29.5300,34.0800,21660043
2020-11-20,25.9600,28.7000,25.5100,26.1600,13177645
2020-11-19,20.1500,25.4300,19.8700,24.7000,12423970
2020-11-18,20.6400,20.6600,19.5000,19.6800,5241473
2020-11-17,18.5100,20.9900,17.9900,19.4800,5651104
2020-11-16,17.2000,18.6400,16.8455,18.2000,2583169
2020-11-13,16.9000,17.4800,15.8700,16.5500,2492737
2020-11-12,16.9000,17.1000,16.1000,16.3700,1599931
2020-11-11,17.0300,17.1500,16.2800,17.0000,1149687
2020-11-10,17.3200,17.3700,15.3400,16.9600,2224915
