timestamp,open,high,low,close,volume
2020-12-29T20:45:00.000Z,177.25,177.26,177.25,177.26,281
2020-12-29T20:44:00.000Z,177.27,177.3,177.27,177.3,616
2020-12-29T20:43:00.000Z,177.13,177.2,177.13,177.19,459
2020-12-29T20:42:00.000Z,177.08,177.14,177.08,177.13,991
2020-12-29T20:41:00.000Z,177.1,177.1,177.1,177.1,141
2020-12-29T20:40:00.000Z,177.13,177.13,177.13,177.13,433
2020-12-29T20:39:00.000Z,177.105,177.14,177.08,177.08,692
2020-12-29T20:38:00.000Z,177.15,177.15,177.07,177.12,989
2020-12-29T20:37:00.000Z,177.16,177.17,177.15,177.17,487
2020-12-29T20:36:00.000Z,177.13,177.13,177.13,177.13,217
2020-12-29T20:35:00.000Z,177.18,177.19,177.165,177.165,907
2020-12-29T20:34:00.000Z,177.15,177.15,177.15,177.15,566
2020-12-29T20:33:00.000Z,177.155,177.165,177.14,177.165,1348
2020-12-29T20:32:00.000Z,177.2,177.2,177.2,177.2,408
2020-12-29T20:31:00.000Z,177.12,177.12,177.05,177.06,620
2020-12-29T20:30:00.000Z,177.135,177.135,177.1,177.1,377
2020-12-29T20:28:00.000Z,177.11,177.11,177.11,177.11,300
2020-12-29T20:27:00.000Z,177.06,177.06,177.06,177.06,322
2020-12-29T20:26:00.000Z,177.2,177.2,177.2,177.2,311
2020-12-29T20:25:00.000Z,177.19,177.19,177.19,177.19,1219
2020-12-29T20:24:00.000Z,177.19,177.19,177.19,177.19,371
2020-12-29T20:21:00.000Z,177.09,177.125,177.09,177.125,392
2020-12-29T20:20:00.000Z,177.01,177.01,177,177,277
2020-12-29T20:19:00.000Z,176.95,177.02,176.95,177.02,508
2020-12-29T20:17:00.000Z,176.86,176.885,176.86,176.885,397
2020-12-29T20:15:00.000Z,176.9,176.9,176.86,176.86,353
2020-12-29T20:14:00.000Z,176.93,176.93,176.93,176.93,256
2020-12-29T20:13:00.000Z,176.96,176.96,176.96,176.96,327
2020-12-29T20:10:00.000Z,176.78,176.84,176.78,176.84,281
2020-12-29T20:09:00.000Z,176.7,176.76,176.68,176.68,648
2020-12-29T20:08:00.000Z,176.64,176.67,176.63,176.67,538
2020-12-29T20:07:00.000Z,176.68,176.68,176.59,176.59,612
2020-12-29T20:05:00.000Z,176.74,176.74,176.7,176.7,604
2020-12-29T20:04:00.000Z,176.78,176.78,176.74,176.74,556
2020-12-29T20:03:00.000Z,176.82,176.82,176.81,176.81,288
2020-12-29T20:01:00.000Z,176.73,176.81,176.72,176.77,902
2020-12-29T20:00:00.000Z,176.8,176.82,176.775,176.815,1174
