timestamp,open,high,low,close,volume
2020-12-24,39.2000,39.2400,36.1100,36.3500,1810702
2020-12-23,41.0000,41.6999,38.5000,38.8300,2180520
2020-12-22,42.3800,44.0494,38.7500,40.9500,4375534
2020-12-21,37.5550,41.8400,37.5550,41.6000,3834389
2020-12-18,39.8000,40.4400,37.8700,38.7000,5324937
2020-12-17,37.6400,39.8700,37.2100,39.7600,3161525
2020-12-16,35.2787,37.4700,35.0900,37.4700,2367827
2020-12-15,36.7400,36.7500,34.8400,35.1600,1571878
2020-12-14,34.1500,36.2900,34.0900,35.9100,2452712
2020-12-11,34.5100,34.8000,32.6000,33.2600,2082026
2020-12-10,34.0500,35.4000,33.7014,34.8700,1523616
2020-12-09,37.2761,38.1800,34.4100,35.5000,2548201
2020-12-08,37.7700,39.2800,36.5000,37.1000,2487074
2020-12-07,35.6200,38.3800,35.6200,37.6700,2589188
2020-12-04,36.0900,36.2500,34.2100,35.6800,3080820
2020-12-03,34.9100,36.9800,34.2900,36.3000,3375038
2020-12-02,36.8400,37.4000,33.3300,34.6000,7975718
2020-12-01,38.6100,42.6499,38.6000,40.2300,5345844
2020-11-30,40.0900,40.4400,34.5800,37.9800,8156595
2020-11-27,43.4100,44.7000,38.5000,38.7700,5483628
2020-11-25,49.4200,50.1800,41.5500,42.8000,8352423
2020-11-24,46.2700,51.3700,46.1500,51.2600,3955365
2020-11-23,41.0000,45.6900,41.0000,45.3200,3546255
2020-11-20,37.6500,40.9000,37.5900,40.3300,2792359
2020-11-19,35.4850,38.9800,35.3300,37.9000,3674589
2020-11-18,32.7000,36.8700,32.5500,35.0900,3065492
2020-11-17,30.3900,32.8000,30.0450,32.1000,1868015
2020-11-16,29.1500,31.2000,28.8000,30.2600,2294175
2020-11-13,28.1600,29.3600,27.6800,29.1800,1221613
2020-11-12,28.7100,29.0900,27.5301,28.3500,1267939
2020-11-11,27.9900,29.5000,27.8400,29.1400,1953777
2020-11-10,26.6600,28.2500,23.5900,27.9900,3161612
2020-11-09,27.8300,28.0000,24.9000,26.3200,2186274
2020-11-06,27.4700,27.9700,26.5800,27.0800,1318589
2020-11-05,27.5000,28.7400,26.2258,27.7800,2018869
2020-11-04,25.1000,27.4300,25.1000,26.5800,3828421
2020-11-03,24.7100,25.5000,24.1000,24.9900,3147333
2020-11-02,23.7800,24.6000,22.4201,22.9700,1691327
2020-10-30,24.8000,25.1400,22.3900,24.0400,2509527
2020-10-29,25.2000,25.7500,24.3800,24.8000,1660106
2020-10-28,25.7900,26.6000,24.7900,25.0800,3035710
2020-10-27,26.2200,26.4494,25.1100,25.7900,2524541
2020-10-26,24.6700,25.3500,24.1300,24.4800,1942944
2020-10-23,24.4600,25.4800,24.3100,24.6700,2201947
2020-10-22,25.9065,26.4300,23.9600,24.0200,3446378
2020-10-21,25.4500,26.1465,24.1600,24.6400,4176999
2020-10-20,22.5700,23.9400,21.9100,22.9700,9009911
2020-10-19,20.6800,21.2700,19.6000,20.0600,4006961
2020-10-16,18.5900,19.8300,18.5900,19.2000,1612397
2020-10-15,18.3300,19.3400,18.3100,18.4100,993587
2020-10-14,18.6000,19.3900,18.3500,18.7900,1203313
2020-10-13,18.5900,19.8700,18.5100,18.5600,1760494
2020-10-12,18.2100,19.5000,18.2000,18.5700,1196543
2020-10-09,18.8497,19.2700,18.0000,18.1100,862265
2020-10-08,19.4900,19.5897,18.2500,18.3700,901964
2020-10-07,18.6600,19.4000,18.4200,19.1100,1205983
2020-10-06,20.9800,21.1200,18.0000,18.2900,2242887
2020-10-05,21.3400,21.5000,19.8000,20.0300,1076356
2020-10-02,21.0000,21.3937,19.4100,20.9000,1801291
2020-10-01,21.7500,22.5000,20.7001,20.9500,2580870
2020-09-30,19.5800,21.1900,19.5800,20.1000,2182561
2020-09-29,18.8800,20.0900,18.6000,18.7800,2072079
2020-09-28,17.4500,18.6000,17.4500,18.4700,1289891
2020-09-25,15.8300,18.3300,15.7656,17.2500,4579824
2020-09-24,14.1800,15.6400,14.1050,15.5800,2554850
2020-09-23,15.1200,16.7500,14.0900,14.2500,12759268
