timestamp,open,high,low,close,volume
2020-12-29T20:19:00.000Z,198.59,198.59,198.59,198.59,100
2020-12-29T20:18:00.000Z,198.54,198.65,198.54,198.65,914
2020-12-29T20:17:00.000Z,198.47,198.47,198.47,198.47,131
2020-12-29T20:14:00.000Z,198.69,198.69,198.51,198.51,397
2020-12-29T20:12:00.000Z,198.49,198.49,198.47,198.47,212
2020-12-29T20:08:00.000Z,198.69,198.69,198.69,198.69,110
2020-12-29T20:07:00.000Z,198.88,198.88,198.81,198.81,211
2020-12-29T20:03:00.000Z,198.65,198.65,198.6,198.6,220
2020-12-29T20:01:00.000Z,199.04,199.04,199.04,199.04,300
2020-12-29T19:56:00.000Z,199.02,199.02,198.9,198.9,342
2020-12-29T19:54:00.000Z,198.92,198.93,198.92,198.93,202
2020-12-29T19:53:00.000Z,198.895,198.895,198.895,198.895,100
2020-12-29T19:52:00.000Z,199.01,199.01,199.01,199.01,111
2020-12-29T19:51:00.000Z,199.17,199.17,199.07,199.07,355
2020-12-29T19:48:00.000Z,198.81,198.81,198.81,198.81,124
2020-12-29T19:46:00.000Z,198.75,198.75,198.64,198.64,286
2020-12-29T19:44:00.000Z,199.17,199.17,199.17,199.17,109
2020-12-29T19:43:00.000Z,199.15,199.15,199.15,199.15,100
2020-12-29T19:42:00.000Z,199.4,199.4,199.4,199.4,232
2020-12-29T19:41:00.000Z,199.37,199.37,199.37,199.37,322
2020-12-29T19:40:00.000Z,199.535,199.59,199.535,199.59,225
2020-12-29T19:38:00.000Z,199.08,199.08,199.07,199.07,210
2020-12-29T19:37:00.000Z,199.02,199.02,199,199,767
2020-12-29T19:36:00.000Z,199,199,199,199,324
2020-12-29T19:35:00.000Z,199.35,199.35,199.2,199.2,663
2020-12-29T19:34:00.000Z,198.85,199.4,198.85,199.4,501
2020-12-29T19:33:00.000Z,198.84,198.84,198.84,198.84,164
2020-12-29T19:32:00.000Z,198.42,198.5,198.42,198.5,748
2020-12-29T19:31:00.000Z,198.39,198.39,198.39,198.39,200
2020-12-29T19:29:00.000Z,198.28,198.28,198.28,198.28,192
2020-12-29T19:28:00.000Z,198.25,198.25,198.25,198.25,100
2020-12-29T19:26:00.000Z,198.14,198.16,198.14,198.16,208
2020-12-29T19:23:00.000Z,198.12,198.12,198.12,198.12,100
2020-12-29T19:16:00.000Z,198.29,198.29,198.29,198.29,101
2020-12-29T19:13:00.000Z,198.4,198.4,198.4,198.4,101
2020-12-29T19:12:00.000Z,198.44,198.44,198.4,198.4,926
2020-12-29T19:10:00.000Z,198.39,198.39,198.39,198.39,100
2020-12-29T19:08:00.000Z,198.35,198.35,198.34,198.34,264
2020-12-29T19:07:00.000Z,198.305,198.305,198.305,198.305,117
2020-12-29T19:02:00.000Z,198,198,198,198,231
2020-12-29T18:56:00.000Z,198.23,198.23,198.23,198.23,101
2020-12-29T18:53:00.000Z,197.92,197.92,197.92,197.92,301
2020-12-29T18:51:00.000Z,198.08,198.08,198.08,198.08,294
2020-12-29T18:49:00.000Z,198.13,198.13,198.13,198.13,103
2020-12-29T18:47:00.000Z,198.13,198.13,198,198,355
2020-12-29T18:44:00.000Z,197.93,197.93,197.93,197.93,293
2020-12-29T18:39:00.000Z,198,198,198,198,133
2020-12-29T18:38:00.000Z,198.24,198.27,198.24,198.27,325
2020-12-29T18:35:00.000Z,198.11,198.11,198.11,198.11,117
2020-12-29T18:34:00.000Z,198.26,198.26,198.05,198.05,440
2020-12-29T18:33:00.000Z,198.3,198.3,198.3,198.3,200
