timestamp,open,high,low,close,volume
2020-12-29T20:19:00.000Z,3331.05,3332.32,3331.05,3331.76,1142
2020-12-29T20:18:00.000Z,3332.25,3335.09,3332.25,3333.36,1610
2020-12-29T20:17:00.000Z,3332.495,3332.5,3331.035,3332.5,1489
2020-12-29T20:16:00.000Z,3334.02,3334.02,3332.16,3332.16,915
2020-12-29T20:15:00.000Z,3334.44,3334.44,3333.97,3333.97,616
2020-12-29T20:14:00.000Z,3334.31,3334.31,3334.31,3334.31,100
2020-12-29T20:13:00.000Z,3333.215,3335.45,3333.215,3334.97,1237
2020-12-29T20:12:00.000Z,3332.55,3333.935,3332.55,3333.935,871
2020-12-29T20:11:00.000Z,3333.87,3333.87,3333.56,3333.56,606
2020-12-29T20:10:00.000Z,3329.61,3333.92,3329.61,3333.79,920
2020-12-29T20:09:00.000Z,3334.74,3334.75,3327.495,3328.495,2766
2020-12-29T20:08:00.000Z,3334.635,3335.55,3334.635,3335.55,516
2020-12-29T20:07:00.000Z,3336.22,3336.22,3335.94,3335.94,788
2020-12-29T20:06:00.000Z,3335.37,3335.37,3335.37,3335.37,185
2020-12-29T20:05:00.000Z,3335.57,3335.57,3334.085,3334.115,2343
2020-12-29T20:04:00.000Z,3337.045,3337.05,3335.56,3336.88,6126
2020-12-29T20:03:00.000Z,3338.58,3338.58,3338.51,3338.51,700
2020-12-29T20:02:00.000Z,3341.26,3341.26,3341.26,3341.26,110
2020-12-29T20:01:00.000Z,3340.84,3341.085,3340.82,3340.82,401
2020-12-29T20:00:00.000Z,3340.19,3340.19,3340.19,3340.19,194
2020-12-29T19:58:00.000Z,3341.6,3342.72,3341.6,3342.72,543
2020-12-29T19:57:00.000Z,3339.88,3339.88,3339.88,3339.88,334
2020-12-29T19:52:00.000Z,3334.99,3336.94,3334.99,3335.59,841
2020-12-29T19:51:00.000Z,3332.54,3333.88,3332.54,3332.62,419
2020-12-29T19:50:00.000Z,3329.43,3330.525,3329.43,3330.525,904
2020-12-29T19:49:00.000Z,3327.735,3327.735,3327.09,3327.09,592
2020-12-29T19:48:00.000Z,3328.37,3328.37,3328.11,3328.11,490
2020-12-29T19:47:00.000Z,3329.63,3330.34,3325.97,3326.36,3129
2020-12-29T19:46:00.000Z,3333.45,3333.45,3329.65,3329.84,1672
2020-12-29T19:45:00.000Z,3334.325,3334.325,3333.86,3333.86,415
2020-12-29T19:44:00.000Z,3334.875,3334.875,3334.875,3334.875,317
2020-12-29T19:43:00.000Z,3334.795,3334.795,3334.16,3334.16,455
2020-12-29T19:42:00.000Z,3335.875,3335.875,3334.64,3334.7,801
2020-12-29T19:41:00.000Z,3335.25,3335.29,3335.25,3335.29,352
2020-12-29T19:38:00.000Z,3336.02,3336.02,3336.02,3336.02,651
2020-12-29T19:37:00.000Z,3334.01,3337.205,3334.01,3337.205,1249
2020-12-29T19:36:00.000Z,3334.34,3334.37,3334.025,3334.37,842
