timestamp,open,high,low,close,volume
1584060420,1.24951,1.24987,1.24951,1.24987,1408.4694,28
1584060480,1.25039,1.25039,1.25039,1.25039,246.7521,4
1584060540,1.25074,1.25074,1.24698,1.24698,1033.1971,16
1584060600,1.25104,1.25104,1.25104,1.25104,585.8504,7
1584060660,1.25104,1.25104,1.25104,1.25104,71.0105,1
1584060720,1.25104,1.25104,1.25104,1.25104,54.4384,1
1584060840,1.25037,1.25037,1.25037,1.25037,1992.2726,3
1584060900,1.25037,1.25224,1.25037,1.25069,606.2179,4
1584060960,1.24713,1.24713,1.24713,1.24713,184.5896,2
1584061200,1.25101,1.25101,1.24725,1.24725,339.1105,2
1584061260,1.25155,1.25155,1.25155,1.25155,906.8068,2
1584061620,1.24803,1.24803,1.24803,1.24803,126.9582,1
1584061680,1.24803,1.24803,1.24803,1.24803,889.3701,2
1584061800,1.24851,1.24851,1.24851,1.24851,326.8961,2
1584062040,1.24822,1.24822,1.24822,1.24822,200.7413,2
1584062100,1.2484,1.2484,1.2484,1.2484,141.1647,1
1584062220,1.2484,1.2484,1.2484,1.2484,252.629,3
1584062340,1.24872,1.24872,1.24872,1.24872,813.5276,5
1584062880,1.2487,1.2487,1.2487,1.2487,106.8795,1
1584063180,1.24967,1.24967,1.24967,1.24967,610.7957,2
1584063540,1.24925,1.24925,1.24925,1.24925,53.0527,1
1584063600,1.24925,1.24925,1.24873,1.24873,3004.2864,8
1584063780,1.24886,1.24886,1.24886,1.24886,97.9515,1
1584063900,1.25226,1.25226,1.25226,1.25226,620.31,7
1584063960,1.25226,1.25226,1.25226,1.25226,146.3751,1
1584064020,1.24904,1.24904,1.24904,1.24904,504.2463,1
1584064200,1.2493,1.2493,1.24812,1.24812,600.2512,5
1584064260,1.24781,1.24781,1.24781,1.24781,157.8074,1
1584064500,1.25079,1.25079,1.25079,1.25079,446.7932,4
1584064620,1.25079,1.25079,1.25079,1.25079,102.759,1
1584064860,1.24569,1.25011,1.24569,1.25011,61.7545,2
1584064920,1.25109,1.25109,1.25109,1.25109,10.3135,1
1584064980,1.25101,1.25432,1.25099,1.25432,4400.2163,40
1584065040,1.25431,1.25621,1.2543,1.25482,9954.9689,35
1584065160,1.25482,1.2567,1.25388,1.25388,1085.21213774,8
1584065220,1.25388,1.2567,1.25388,1.2567,1147.7545,11
1584065640,1.26029,1.26029,1.26029,1.26029,33.7496,2
1584065700,1.25131,1.25131,1.24942,1.25131,13035.6182,22
1584065760,1.25131,1.25131,1.2513,1.2513,125.9937,2
1584065820,1.25097,1.25474,1.25097,1.25474,363.0757,5
1584065880,1.25474,1.25662,1.25472,1.25662,3816.5972,34
1584065940,1.25662,1.25662,1.25662,1.25662,175.214,2
1584066360,1.25583,1.25583,1.25583,1.25583,1994.1053,20
1584067140,1.25602,1.25602,1.25602,1.25602,162.8002,2
1584067620,1.25262,1.25262,1.25262,1.25262,32.1451,1
1584067980,1.25249,1.25249,1.25249,1.25249,876.9698,5
1584068100,1.2525,1.2525,1.2525,1.2525,1993.4064,5
1584068160,1.2528,1.25818,1.2528,1.25818,1343.8035,9
1584068220,1.25621,1.25621,1.25244,1.25621,131.7947,3
1584068280,1.25216,1.25811,1.25216,1.25811,4101.5385,15
1584069000,1.25106,1.25106,1.24918,1.25106,2264.1763,13
1584069060,1.25483,1.25483,1.25483,1.25483,1655.0142,7
1584069120,1.25483,1.25483,1.25483,1.25483,340.6814,3
1584069300,1.25345,1.25533,1.25345,1.25533,3995.7886,8
1584069360,1.25554,1.25554,1.25554,1.25554,206.1519,1
1584071040,1.25141,1.25141,1.24953,1.25141,8754.1378,37
1584071100,1.25518,1.25547,1.2517,1.2517,3042.4799,17
1584071160,1.25547,1.25547,1.2517,1.2517,5136.1396,42
1584071220,1.25547,1.25735,1.24982,1.25547,9731.0152,68
1584071280,1.25547,1.25735,1.2517,1.25547,4845.1157,31
1584071340,1.25575,1.25763,1.25575,1.25763,5982.6975,16
1584071400,1.25737,1.25737,1.25549,1.25549,7978.5828,15
1584071460,1.252,1.25575,1.25036,1.25036,22175.3892,66
1584071520,1.25224,1.25789,1.25036,1.25601,25811.0922,41
1584071580,1.25601,1.25817,1.25252,1.25817,3739.5576,11
1584071640,1.25817,1.25817,1.25629,1.25629,6680.5134,22
1584071700,1.25629,1.25629,1.25629,1.25629,16.0555,1
1584071820,1.25202,1.25202,1.25014,1.25202,3437.9555,13
1584073800,1.2331,1.2331,1.2331,1.2331,162.5661,1
1584075420,1.22643,1.22643,1.22643,1.22643,234.15888,1
1584076860,1.25327,1.25327,1.25327,1.25327,217.1152,1
1584076920,1.25299,1.25299,1.25299,1.25299,119.3778,1
1584077220,1.25284,1.25284,1.25284,1.25284,67.7287,1
1584077520,1.25198,1.25198,1.25198,1.25198,1326.3129,2
1584077580,1.25198,1.25198,1.25198,1.25198,377.9265,1
1584077640,1.25172,1.25172,1.25172,1.25172,46.3734,1
1584077700,1.25172,1.25172,1.25172,1.25172,30.4886,1
1584077760,1.25198,1.25478,1.25198,1.25198,556.39339,4
1584077880,1.25791,1.25791,1.25791,1.25791,202.7953,1
1584078900,1.25591,1.25591,1.25591,1.25591,192.3749,1
1584078960,1.25591,1.25591,1.25591,1.25591,104.9615,1
1584079260,1.25231,1.25231,1.25231,1.25231,46.4035,1
1584079380,1.25258,1.25258,1.25258,1.25258,2570.8651,11
1584079500,1.25258,1.25815,1.25258,1.25781,676.0036,4
1584079560,1.25781,1.25781,1.25781,1.25781,23.07,2
1584079920,1.25623,1.25623,1.25623,1.25623,1438.2036,5
1584080400,1.25293,1.25609,1.25293,1.25609,194.63,2
1584080460,1.25569,1.25569,1.25569,1.25569,218.2119,1
1584080940,1.25643,1.25643,1.25643,1.25643,85.612,1
1584081600,1.254,1.254,1.254,1.254,210.3309,1
1584081660,1.254,1.254,1.254,1.254,1231.4753,6
1584081720,1.254,1.254,1.254,1.254,538.665,3
1584081840,1.25369,1.25369,1.25369,1.25369,210.0523,1
1584081960,1.25342,1.25342,1.25342,1.25342,483.7516,4
1584082020,1.25368,1.25368,1.25368,1.25368,1789.0768,5
1584082500,1.25861,1.25861,1.25834,1.25834,1424.1797,3
1584082620,1.25834,1.25834,1.25834,1.25834,1184.745,1
1584082680,1.25781,1.25781,1.25404,1.25404,904.58843107,4
1584082740,1.25374,1.25374,1.25318,1.25318,1567.1864,12
1584082800,1.25659,1.25659,1.25094,1.25318,3319.2567,19
1584082860,1.25366,1.25366,1.25366,1.25366,305.2022517,1
1584082980,1.25443,1.25443,1.25443,1.25443,57.99823299,1
1584083100,1.25483,1.25483,1.25483,1.25483,236.8757,1
1584083220,1.25422,1.25422,1.25422,1.25422,1990.6632,9
1584083280,1.25422,1.25422,1.25392,1.25392,3576.8765,21
1584083520,1.2536,1.2536,1.25171,1.2536,3063.6151,11
1584083700,1.25368,1.25368,1.25368,1.25368,1988.2175,11
1584084240,1.25308,1.25685,1.25119,1.25685,4224.2603,14
1584084660,1.25718,1.25718,1.25391,1.25391,437.8419,2
1584084780,1.25444,1.25444,1.25444,1.25444,247.8017,2
1584084900,1.25474,1.25474,1.25474,1.25474,218.4789,1
1584084960,1.25499,1.25499,1.25499,1.25499,258.6876,2
1584085200,1.25591,1.25591,1.25591,1.25591,868.8028,2
1584085560,1.2539,1.2539,1.2539,1.2539,159.7441,1
1584085980,1.25722,1.25723,1.25722,1.25723,603.41893686,2
1584086040,1.25305,1.25682,1.25116,1.25682,3084.7865,3
1584086160,1.2527,1.2527,1.25082,1.25245,2292.2882,4
1584086220,1.25648,1.25923,1.25648,1.25788,17036.1801,46
1584086400,1.25452,1.25483,1.25262,1.25262,8949.4805,23
1584086520,1.25823,1.25824,1.25823,1.25824,1094.59340058,4
1584086580,1.25901,1.25901,1.25523,1.259,2491.46369,10
1584086700,1.25579,1.25579,1.25291,1.25453,11283.0237,19
1584086760,1.25427,1.25805,1.2524,1.2524,5322.8895,29
1584086820,1.2524,1.25428,1.25177,1.25366,7367.9513,13
1584086880,1.25329,1.25895,1.25329,1.25428,6650.5108,12
1584086940,1.25393,1.25393,1.25356,1.25356,1641.6673,3
1584087000,1.25383,1.25383,1.25357,1.25357,465.7841,3
1584087060,1.25354,1.25354,1.25354,1.25354,887.0023,6
1584089880,1.24474,1.24474,1.24474,1.24474,230.71443,2
1584089940,1.24475,1.24475,1.24475,1.24475,179.3443,2
1584090120,1.23907,1.23907,1.23907,1.23907,46.4707,1
1584090600,1.24176,1.24176,1.24176,1.24176,48.0048,1
1584090660,1.24471,1.24471,1.24471,1.24471,47.9276,1
1584090720,1.24471,1.24471,1.22811,1.22811,216.7269,2
1584090840,1.2459,1.2459,1.2459,1.2459,236.345,2
1584090900,1.2459,1.2459,1.2459,1.2459,333.4507,4
1584091020,1.2459,1.2459,1.2459,1.2459,170.1415,2
1584091980,1.23439,1.23439,1.23439,1.23439,1.9E+2,1
1584092520,1.25104,1.25104,1.25104,1.25104,229.5138,1
1584092760,1.25382,1.25382,1.25382,1.25382,210.7785,2
1584092820,1.25382,1.25382,1.25382,1.25382,468.4056,3
1584092880,1.25756,1.25756,1.25756,1.25756,128.9165,2
1584092940,1.2541,1.25787,1.2522,1.25748,7404.808,10
1584093060,1.25762,1.25762,1.25762,1.25762,472.3262,2
1584093120,1.25724,1.25724,1.25158,1.25158,3386.21288,7
1584093300,1.2567,1.2567,1.2567,1.2567,1992.7285,2
1584093360,1.257,1.26102,1.257,1.26102,4224.3204,10
1584093420,1.25717,1.25717,1.25717,1.25717,310.053,3
1584093480,1.25717,1.25717,1.25341,1.25341,113.4077,2
1584093540,1.25341,1.25341,1.2534,1.2534,1072.9258,7
1584093660,1.25636,1.25636,1.25636,1.25636,240.108,1
1584093840,1.2536,1.2536,1.2536,1.2536,285.5299,4
1584093900,1.25335,1.25671,1.25335,1.25671,932.4001,2
1584093960,1.25702,1.25702,1.25324,1.25324,143.5888,2
1584094020,1.2535,1.2535,1.25126,1.25314,5389.5623,19
1584095460,1.25864,1.25864,1.25864,1.25864,170.6778,1
1584096060,1.24248,1.24248,1.24248,1.24248,32.89819317,1
1584096300,1.2198,1.2198,1.2198,1.2198,235.4315,3
1584096540,1.23991,1.23991,1.23991,1.23991,192.8494,4
1584096600,1.24638,1.24638,1.24638,1.24638,72.7531,2
1584096660,1.24556,1.24556,1.24556,1.24556,48.0271,1
1584096720,1.24846,1.25305,1.24846,1.25305,3985.0694,9
1584097860,1.23957,1.23957,1.23957,1.23957,48.0501,1
1584098100,1.24131,1.24131,1.24131,1.24131,231.3517,5
1584098160,1.24514,1.24514,1.24514,1.24514,47.928,1
1584098940,1.23527,1.23527,1.23527,1.23527,11.6696131,1
1584101220,1.21915,1.21915,1.21915,1.21915,94.1955,1
1584102180,1.23465,1.23465,1.23465,1.23465,232.5999,1
1584102660,1.23619,1.23619,1.23619,1.23619,232.3101,1
1584103200,1.24145,1.24145,1.24145,1.24145,231.32585,2
1584103380,1.2448,1.2448,1.2448,1.2448,15.3869,1
1584106020,1.23555,1.23959,1.23555,1.23959,452.4994,2
1584106140,1.24,1.24263,1.24,1.24263,439.41769,7
1584106200,1.24333,1.24333,1.24333,1.24333,194.3647,1
1584106260,1.24423,1.24423,1.24423,1.24423,237.602,1
1584106320,1.24427,1.24614,1.24427,1.24462,6338.8988,22
1584106380,1.24462,1.24462,1.24437,1.24437,1730.0216,8
1584106440,1.24409,1.24466,1.24409,1.24466,3519.279,22
1584106500,1.24466,1.24466,1.24119,1.24148,231.0648,3
1584106560,1.24545,1.24545,1.24545,1.24545,29.44254006,1
1584106620,1.24202,1.24202,1.24202,1.24202,250.3602,1
1584106680,1.24581,1.24767,1.24581,1.24767,2239.3963,3
1584106740,1.2455,1.24552,1.2455,1.24552,294.1855,2
1584106800,1.24202,1.24202,1.24062,1.24062,1798.98429945,21
1584106860,1.24116,1.24116,1.24028,1.24028,4140.6505,18
1584106920,1.24431,1.24459,1.24431,1.24459,79.0046,2
1584106980,1.24115,1.2414,1.24115,1.2414,844.3542,9
1584107040,1.2414,1.24189,1.2414,1.24189,1607.1843,13
1584107100,1.24258,1.246,1.24258,1.246,507.0147,4
1584107160,1.24709,1.24709,1.24709,1.24709,13.3028,1
1584107220,1.24336,1.24336,1.24336,1.24336,200.5197,1
1584107280,1.24365,1.24365,1.24178,1.24178,3763.6362,10
1584107400,1.24176,1.24176,1.24176,1.24176,230.2543,3
1584107880,1.24747,1.24747,1.24698,1.24698,802.4965,2
1584108300,1.24586,1.24586,1.24586,1.24586,230.50702,1
1584109140,1.24648,1.24648,1.24648,1.24648,73.4221,1
1584110040,1.23943,1.23943,1.23943,1.23943,121.1178,1
1584110100,1.23943,1.23943,1.23943,1.23943,0.00002251,1
1584114060,1.23884,1.23884,1.23884,1.23884,27.63992136,1
1584123000,1.2138,1.2138,1.21379,1.21379,462.7159,4
1584123060,1.22337,1.22338,1.21405,1.21405,1178.99053,7
1584123120,1.21404,1.21405,1.21404,1.21405,471.27533,3
1584123180,1.21371,1.21371,1.21371,1.21371,231.1923,1
1584123300,1.21407,1.21407,1.21407,1.21407,219.6815,1
1584123600,1.21169,1.21169,1.21169,1.21169,220.7612,1
1584125460,1.21041,1.21041,1.2104,1.2104,215.0933,2
1584125880,1.20922,1.20922,1.20921,1.20921,201.6448,2
1584126720,1.22329,1.22482,1.22328,1.22482,4076.9168,6
1584127200,1.21283,1.21283,1.21283,1.21283,44.2955,1
1584127260,1.21281,1.21281,1.21281,1.21281,44.2955,1
1584127440,1.21124,1.21124,1.21124,1.21124,61.8502,1
1584127800,1.21284,1.22159,1.21284,1.22093,964.7627,4
1584127860,1.22041,1.22041,1.22039,1.22039,790.6032,3
1584127920,1.21238,1.21277,1.21238,1.21277,469.3413,8
1584127980,1.21238,1.22203,1.21237,1.22203,921.35849,5
1584128280,1.21343,1.21343,1.21343,1.21343,16.8106,1
1584128580,1.22763,1.22799,1.22763,1.22778,600.75693,9
1584128640,1.21843,1.21843,1.21843,1.21843,111.9877,1
1584128760,1.22768,1.22768,1.22768,1.22768,122.9856,1
1584128940,1.22796,1.22796,1.22796,1.22796,1272.0643,2
1584129060,1.22814,1.22846,1.22814,1.22846,2317.1272,6
1584129300,1.21929,1.21929,1.21551,1.21551,264.0074,3
1584129540,1.22898,1.22913,1.22898,1.22913,263.673,4
1584129600,1.22482,1.22482,1.22441,1.22442,1677.8078,8
1584129780,1.22996,1.23065,1.22996,1.23065,343.6282,10
1584129840,1.23072,1.2326,1.23072,1.2326,516.6375,17
1584129900,1.23187,1.23187,1.23129,1.23129,951.4937,7
1584130320,1.22298,1.22298,1.22298,1.22298,123.5716,1
1584130560,1.22211,1.22211,1.21898,1.2195,616.9203,6
1584130740,1.22983,1.22983,1.22983,1.22983,810.7737,3
1584131040,1.22548,1.22548,1.22548,1.22548,184.2003,1
1584131340,1.22634,1.22634,1.22606,1.22606,418.5095,6
1584131400,1.22636,1.22636,1.22636,1.22636,262.1376,1
1584131760,1.22787,1.22787,1.22787,1.22787,727.1446,4
1584132180,1.22105,1.22105,1.22105,1.22105,255.0257,1
1584132780,1.22655,1.22655,1.22489,1.22489,1800.65914,2
1584132840,1.22478,1.22478,1.22478,1.22478,900.97738,1
1584133740,1.22171,1.22171,1.22171,1.22171,224.715,1
1584134940,1.22963,1.22963,1.22963,1.22963,233.5495,1
1584136020,1.21827,1.21827,1.21827,1.21827,235.6866,1
1584136200,1.21239,1.21239,1.21239,1.21239,215.6321,1
1584136320,1.21237,1.21237,1.21237,1.21237,7.25289,1
1584139140,1.2093,1.2093,1.2093,1.2093,237.3776,1
1584150900,1.22529,1.22631,1.22201,1.22201,332.7746,8
1584151740,1.22618,1.22618,1.22618,1.22618,28.2807,1
1584151800,1.2264,1.22746,1.2264,1.22746,125,5
1584151860,1.22852,1.22984,1.22852,1.22984,273.1741,6
1584151920,1.23007,1.23034,1.23007,1.23034,1E+2,4
1584152160,1.23008,1.23008,1.23008,1.23008,25,1
1584154320,1.23007,1.23007,1.23007,1.23007,514.46947,2
1584154440,1.23008,1.23034,1.23008,1.23034,49.9999,3
1584154800,1.23007,1.23007,1.22436,1.22436,42.4657,2
1584158760,1.21778,1.21778,1.21778,1.21778,24.4081,1
1584161400,1.21755,1.21755,1.21755,1.21755,37.3483,1
1584161880,1.21754,1.21754,1.21754,1.21754,10.887,1
1584162960,1.21754,1.21754,1.21754,1.21754,14.1128,1
1584163020,1.21754,1.21754,1.21727,1.21727,10.9237,2
1584167340,1.21801,1.21802,1.21801,1.21802,145.75343592,2
1584178680,1.21802,1.21802,1.21802,1.21802,26.09,2
1584179460,1.21427,1.21804,1.214,1.21804,1062.9736,9
1584179520,1.21427,1.21427,1.21426,1.21426,238.6596,2
1584179580,1.21426,1.21426,1.214,1.214,49.6745,2
1584180660,1.21427,1.21427,1.21426,1.21426,254.581,2
1584180780,1.22144,1.22173,1.22144,1.22173,1282.0025679,9
1584185160,1.22505,1.22505,1.22505,1.22505,191.2847,1
1584185220,1.22505,1.22505,1.22505,1.22505,2125.8075,10
1584186660,1.22138,1.22138,1.22138,1.22138,451.4909,3
1584187200,1.22138,1.22138,1.22138,1.22138,1592.7122,10
1584187320,1.21954,1.21954,1.21954,1.21954,361.9845,2
1584187620,1.22112,1.22112,1.22112,1.22112,2487.9097,3
1584187800,1.22081,1.22081,1.22081,1.22081,90.43,3
1584188460,1.22081,1.22081,1.22081,1.22081,94.9555,1
1584188700,1.22449,1.22449,1.22449,1.22449,80.0153,1
1584188760,1.22449,1.22449,1.22449,1.22449,83.7052,1
1584188880,1.22081,1.22081,1.22081,1.22081,95,1
1584188940,1.22081,1.22081,1.22081,1.22081,59.8983,1
1584189240,1.22081,1.22081,1.22081,1.22081,59.8983,1
1584196800,1.21801,1.21801,1.21618,1.21618,5040.1033,2
1584197820,1.22012,1.22012,1.22012,1.22012,778.5293,5
1584199740,1.21681,1.21681,1.21681,1.21681,70.3377,1
1584200040,1.21681,1.21681,1.21681,1.21681,41.78,1
1584205500,1.21919,1.21932,1.21919,1.21932,1816.5436,2
1584206100,1.21644,1.21644,1.21644,1.21644,1.8E+2,1
1584208020,1.21591,1.21884,1.21591,1.21884,1889.76918,3
1584209820,1.218,1.218,1.218,1.218,4541.3594501,5
1584209880,1.218,1.218,1.218,1.218,1046.8505499,3
1584211200,1.21947,1.21947,1.21947,1.21947,1301.1706,1
1584212160,1.21593,1.21593,1.21593,1.21593,244.2132,1
1584212640,1.21574,1.21574,1.21574,1.21574,663.48066001,3
1584216180,1.21894,1.21894,1.21894,1.21894,904.3367,1
1584217680,1.21538,1.21538,1.21538,1.21538,17.0679,1
1584218400,1.21487,1.21487,1.21487,1.21487,257.7407,1
1584219060,1.21853,1.21889,1.21853,1.21889,2724.8154,3
1584220560,1.21869,1.21869,1.21869,1.21869,908.27189,1
1584220860,1.21516,1.21516,1.21516,1.21516,1E+3,1
1584221700,1.21836,1.21836,1.21816,1.21816,2724.81567,3
1584223740,1.2151,1.2151,1.2151,1.2151,79.4834,1
1584224160,1.21525,1.21525,1.21525,1.21525,246.001,1
1584224280,1.21474,1.21474,1.21474,1.21474,1182.301,6
1584224460,1.21474,1.21474,1.21474,1.21474,58.174,1
1584225060,1.21807,1.21807,1.21807,1.21807,235.76599,1
1584226260,1.21492,1.21492,1.21492,1.21492,173.9458,1
1584226320,1.21492,1.21492,1.21492,1.21492,235.3765,1
1584226980,1.21492,1.21492,1.21492,1.21492,108.7042,1
1584227100,1.21526,1.21526,1.21526,1.21526,45.7041,1
1584227400,1.21485,1.21485,1.21485,1.21485,3637.7968,12
1584227460,1.21466,1.21466,1.21466,1.21466,27.4765,1
1584227520,1.21466,1.21466,1.21466,1.21466,407.7639,2
1584227640,1.21485,1.21485,1.21485,1.21485,750.9027,2
1584227700,1.21466,1.21466,1.21466,1.21466,54.9263,1
1584227760,1.21466,1.21466,1.21466,1.21466,171.8104,1
1584227820,1.21453,1.21453,1.21453,1.21453,131.725,2
1584228180,1.21354,1.21354,1.21354,1.21354,411.6796,2
1584228420,1.2134,1.2134,1.2134,1.2134,80.5183,1
1584228600,1.2134,1.2134,1.2134,1.2134,76.8567,1
1584228780,1.2134,1.2134,1.2134,1.2134,32.321,2
1584228960,1.2168,1.2168,1.2168,1.2168,80.5966,1
1584229260,1.21322,1.21322,1.21296,1.21296,45.0849,2
1584229980,1.21635,1.21635,1.21635,1.21635,31.1025,1
1584230100,1.21545,1.21545,1.21536,1.21536,2724.8154,3
1584230220,1.21557,1.21606,1.21557,1.21606,3633.0872,4
1584230280,1.21573,1.21586,1.21573,1.21586,1816.5436,2
1584230400,1.21553,1.21566,1.21553,1.21566,939.7306,2
1584230460,1.21566,1.21566,1.21201,1.21201,72.8703,4
1584230880,1.21112,1.21112,1.20797,1.20797,761,21
1584230940,1.2155,1.21565,1.2155,1.21565,830.758,3
1584231060,1.21218,1.21218,1.21218,1.21218,1E+3,1
1584231420,1.21423,1.21423,1.21422,1.21422,198.26483372,3
1584231660,1.21555,1.21555,1.21555,1.21555,13.6149,1
1584232140,1.21568,1.21568,1.21568,1.21568,27.74445382,1
1584232200,1.21568,1.21568,1.21568,1.21568,286.7662,1
1584232320,1.21223,1.21223,1.21223,1.21223,10.4249,1
1584232380,1.21223,1.21588,1.21223,1.21588,713.4477,5
1584232440,1.21603,1.21603,1.21603,1.21603,435.3056,4
1584232500,1.21253,1.21253,1.21253,1.21253,308.3154,1
1584232560,1.21253,1.21619,1.21253,1.21619,112.7741409,2
1584232620,1.21253,1.21253,1.21253,1.21253,259.8026,1
1584232740,1.21619,1.21619,1.21619,1.21619,19.58256249,1
1584232920,1.21253,1.21253,1.21253,1.21253,2326.84989999,4
1584232980,1.21586,1.21586,1.21586,1.21586,979.9191,1
1584233520,1.21585,1.21585,1.21221,1.21221,348.63278385,3
1584233940,1.21586,1.21586,1.21586,1.21586,12.21094344,1
1584234240,1.21586,1.21624,1.21586,1.21624,1858.1373,14
1584234360,1.2126,1.21624,1.21259,1.21259,994.7563303,7
1584234720,1.21245,1.21245,1.21245,1.21245,223.3927,3
1584236040,1.2158,1.21764,1.2158,1.21754,12546.91702691,21
1584236100,1.20757,1.21511,1.20757,1.21511,598.62052,3
1584236220,1.21609,1.21609,1.21609,1.21609,255.9512,1
1584236340,1.21607,1.21607,1.21607,1.21607,20.1609,1
1584237240,1.20781,1.20781,1.20781,1.20781,205.5802,1
1584237300,1.21645,1.21646,1.21645,1.21646,494.29853,2
1584243120,1.21727,1.21727,1.21727,1.21727,12.4109017,1
1584253800,1.21401,1.21401,1.21401,1.21401,452.9072,2
1584253920,1.21401,1.21401,1.21401,1.21401,205.9291,1
1584254040,1.21401,1.21401,1.21401,1.21401,205.9292,1
1584254160,1.21401,1.21401,1.21401,1.21401,205.9292,1
1584258060,1.20837,1.20837,1.20456,1.20456,1E+3,16
1584261120,1.2054,1.2054,1.20456,1.20456,1472.46414949,11
1584264420,1.2071,1.2071,1.2071,1.2071,10.1441,3
