timestamp,open,high,low,close,volume
1593159840,1.23658,1.23659,1.23658,1.23659,276.96711682,2
1593160440,1.23587,1.23587,1.23587,1.23587,168.26227677,1
1593160500,1.2369,1.2369,1.2369,1.2369,304.10073571,2
1593161400,1.23605,1.23605,1.23601,1.23601,497.5023914,3
1593161460,1.23605,1.23605,1.23605,1.23605,201.4942,1
1593163740,1.23655,1.23655,1.23655,1.23655,165.24596659,1
1593164160,1.23594,1.23594,1.23594,1.23594,337.7503,2
1593164220,1.23607,1.23607,1.23607,1.23607,48.211,1
1593164520,1.23668,1.23668,1.23668,1.23668,112.38647022,1
1593165060,1.23398,1.23398,1.23398,1.23398,119.3588,1
1593165780,1.23361,1.23361,1.23361,1.23361,87.96,1
1593165960,1.23482,1.23482,1.23466,1.23466,374.1238664,3
1593167280,1.23525,1.23525,1.23484,1.23484,2301.49701033,5
1593168180,1.23595,1.23595,1.23583,1.23583,308.2245,2
1593168420,1.23717,1.23717,1.23717,1.23717,69.35029139,1
1593169860,1.23701,1.23701,1.23701,1.23701,201.4431,1
1593170100,1.23647,1.23647,1.23647,1.23647,201.547,1
1593170940,1.23459,1.23459,1.23325,1.23325,2892.26549649,8
1593171180,1.23521,1.23546,1.23521,1.23546,464.240419,3
1593172440,1.23532,1.23532,1.23532,1.23532,30.9820937,1
1593172800,1.23393,1.23393,1.23393,1.23393,29.7576,1
1593173280,1.23402,1.23402,1.23385,1.23385,1791.4671,3
1593173400,1.23361,1.23361,1.23361,1.23361,201.8644,1
1593173640,1.23271,1.23271,1.23239,1.23239,286.2754,2
1593173820,1.23355,1.23355,1.23355,1.23355,54.30262251,1
1593173880,1.23369,1.23387,1.23369,1.23387,217.1537887,2
1593173940,1.23387,1.23387,1.23387,1.23387,403.78571374,4
1593175380,1.2343,1.2343,1.2343,1.2343,201.8261,1
1593175860,1.23301,1.23301,1.23301,1.23301,42.9328854,1
1593176520,1.23338,1.23338,1.23338,1.23338,202.0479,1
1593176880,1.23344,1.23355,1.23344,1.23355,232.90702054,2
1593177540,1.23328,1.23328,1.23328,1.23328,183.37571354,1
1593177600,1.23341,1.23341,1.23341,1.23341,404.1024,2
1593177660,1.23277,1.23277,1.23277,1.23277,16.9282548,1
1593179040,1.23256,1.23256,1.23256,1.23256,202.2244,1
1593180000,1.23225,1.23225,1.23225,1.23225,202.2792,1
1593181200,1.23086,1.23086,1.23086,1.23086,22.1601,1
1593181260,1.23086,1.23088,1.23076,1.23088,767.9510436,4
1593181320,1.23088,1.23088,1.23049,1.23061,7480.0032945,13
1593181440,1.23128,1.23128,1.23128,1.23128,98.33571567,1
1593181500,1.23066,1.23066,1.23051,1.23051,305.35640008,2
1593181800,1.23031,1.23031,1.23031,1.23031,73.76181612,1
1593182700,1.22906,1.22911,1.22906,1.22911,30.93463371,2
1593182880,1.22983,1.22983,1.22983,1.22983,23.5572337,1
1593183000,1.22922,1.22922,1.22891,1.22891,85.16832989,2
1593183480,1.22839,1.22839,1.22839,1.22839,65.3619967,1
1593183660,1.2284,1.22862,1.2284,1.22862,1140.28429503,9
1593183720,1.22862,1.22862,1.22837,1.22837,248.60534519,3
1593183780,1.22921,1.22945,1.22921,1.22934,1135.5785241,9
1593184380,1.22883,1.22883,1.22883,1.22883,202.8084,1
1593184620,1.22837,1.22837,1.22837,1.22837,57.0563865,1
1593184800,1.22809,1.22809,1.22809,1.22809,202.9179,1
1593185160,1.2291,1.2291,1.2291,1.2291,202.8907,1
1593185520,1.22855,1.22855,1.22855,1.22855,202.8397,1
1593185580,1.22855,1.22855,1.22831,1.22831,238.139,2
1593186000,1.22895,1.22895,1.22895,1.22895,141.4374,1
1593186600,1.22974,1.22974,1.22974,1.22974,36.69771229,1
1593188820,1.22992,1.22992,1.22992,1.22992,36.47618291,1
1593188880,1.22929,1.22929,1.22904,1.22904,244.3816,2
1593189600,1.22962,1.22962,1.22842,1.22842,2.8E+3,9
1593189660,1.22969,1.22969,1.22969,1.22969,19.21760768,1
1593189960,1.22982,1.22982,1.22982,1.22982,166.26371273,2
1593190200,1.23093,1.23093,1.23093,1.23093,88.10842208,1
1593190980,1.23049,1.23049,1.23049,1.23049,101.8463,1
1593191040,1.23148,1.23148,1.23148,1.23148,36.36494685,1
1593191220,1.23194,1.23194,1.23135,1.23135,50.07020611,2
1593194400,1.23063,1.23063,1.23063,1.23063,43.71920062,1
1593195540,1.2307,1.2307,1.2307,1.2307,202.5874,1
1593196560,1.23013,1.23013,1.23013,1.23013,22.3575,1
1593198000,1.23103,1.23103,1.231,1.231,4395.07135003,6
1593201900,1.23106,1.23106,1.23092,1.23092,836.7162,8
1593202260,1.23044,1.23044,1.22839,1.22839,7498.0499272,14
1593202980,1.22974,1.22974,1.22974,1.22974,29.8652,1
1593203040,1.22974,1.22974,1.22974,1.22974,22.3956,1
1593205800,1.22965,1.22965,1.22941,1.22941,248,3
1593206100,1.23052,1.23052,1.23052,1.23052,37.0597227,1
1593206940,1.23052,1.23052,1.23052,1.23052,164.31378604,1
1593207060,1.22947,1.22947,1.22947,1.22947,27.2346,1
1593209340,1.23037,1.23037,1.23037,1.23037,202.684,1
1593209400,1.23078,1.2308,1.23078,1.2308,238.77090302,2
1593209580,1.23078,1.23085,1.23078,1.23085,202.6559,2
1593210540,1.23049,1.23049,1.23049,1.23049,18.817164,1
1593210660,1.23049,1.23049,1.23049,1.23049,173.0202,1
1593212640,1.23034,1.23034,1.23034,1.23034,18.7016796,1
1593212880,1.23096,1.23121,1.23096,1.23121,240.64882937,3
1593214140,1.23034,1.23034,1.23034,1.23034,121.3255,1
1593216180,1.23098,1.23148,1.23098,1.23148,1399.6924162,5
1593216660,1.22998,1.22998,1.22998,1.22998,221.22761,2
1593217140,1.22998,1.22998,1.22998,1.22998,64.999935,1
1593217320,1.23075,1.23075,1.23075,1.23075,202.64895388,1
1593217800,1.23075,1.23075,1.23075,1.23075,202.66349786,2
1593218400,1.23075,1.2311,1.23075,1.2311,312.48237021,4
1593219060,1.23106,1.23106,1.23106,1.23106,183.94276041,2
1593219720,1.23127,1.23127,1.23127,1.23127,38.7214828,1
1593220200,1.23033,1.23033,1.23033,1.23033,29.16437053,1
1593220620,1.23033,1.23033,1.23033,1.23033,119.8599201,1
1593221580,1.23114,1.23114,1.23114,1.23114,232.31068288,2
1593221640,1.23114,1.23114,1.23114,1.23114,59.37131438,2
1593221760,1.23114,1.23156,1.23114,1.23114,2068.6257,9
1593221880,1.23114,1.23152,1.23114,1.23127,592.87491609,5
1593221940,1.23127,1.23152,1.23127,1.23131,546.47093084,5
1593222000,1.23128,1.23151,1.23128,1.23151,4597.82565651,4
1593222060,1.23155,1.23155,1.23155,1.23155,134.05131744,1
1593222540,1.23155,1.23155,1.23155,1.23155,68.54068256,1
1593223620,1.23068,1.23068,1.23068,1.23068,18.4956858,1
1593227460,1.23155,1.23155,1.23155,1.23155,202.592,1
1593227940,1.23055,1.23055,1.23055,1.23055,93.2444,3
1593228000,1.23055,1.23055,1.23055,1.23055,59.4876,2
1593228180,1.23142,1.23142,1.23142,1.23142,37.59156096,1
1593228780,1.2305,1.2305,1.2305,1.2305,29.7816,1
1593230460,1.23129,1.23129,1.23129,1.23129,202.6161,1
1593232320,1.23042,1.23042,1.23042,1.23042,29.481489,1
1593234720,1.23099,1.23099,1.23099,1.23099,202.6619,1
1593235800,1.23024,1.23024,1.23024,1.23024,29.74641204,1
1593237060,1.23076,1.23084,1.23076,1.23084,104.02338313,3
1593237180,1.23084,1.23084,1.23084,1.23084,18.62630398,1
1593237840,1.22997,1.22997,1.22997,1.22997,16.29210468,1
1593238440,1.23084,1.23084,1.23084,1.23084,155.19378571,1
1593239520,1.23084,1.23084,1.23084,1.23084,37.8929551,1
1593240180,1.22997,1.22997,1.22997,1.22997,85.0536,1
1593240600,1.22997,1.22997,1.22997,1.22997,85.0504,1
1593241080,1.22997,1.22997,1.22997,1.22997,16.26579532,1
1593241440,1.23084,1.23084,1.23084,1.23084,24.30389002,1
1593242640,1.23084,1.23084,1.23084,1.23084,138.36599395,1
1593243780,1.22982,1.22982,1.22973,1.22973,2.5E+2,4
1593244080,1.23084,1.23134,1.23084,1.23134,2E+3,5
1593245400,1.23084,1.23134,1.23084,1.23099,2182.42958919,7
1593245760,1.2309,1.2319,1.2309,1.23103,3561.18876062,11
1593247200,1.2302,1.2302,1.22875,1.22875,7999.99997103,13
1593247500,1.2302,1.2302,1.2302,1.2302,284.0222934,1
1593248640,1.2302,1.2302,1.2302,1.2302,18.7563249,1
1593248820,1.2302,1.2302,1.2302,1.2302,14.9849001,1
1593249900,1.23086,1.23086,1.23086,1.23086,93.733173,1
1593250080,1.23086,1.23086,1.2302,1.2302,4667.5790086,8
1593250200,1.2303,1.2303,1.2303,1.2303,90.9999,1
1593251340,1.2303,1.2303,1.2303,1.2303,18.7635177,1
1593251880,1.2303,1.2303,1.22973,1.22973,4948.57502076,12
1593252000,1.22957,1.22957,1.22957,1.22957,105.7325616,1
1593252120,1.22957,1.22957,1.22957,1.22957,97.0095384,1
1593252240,1.22957,1.22957,1.22957,1.22957,202.7421,1
1593252300,1.22927,1.22927,1.22927,1.22927,10.8139,1
1593252360,1.22927,1.22927,1.22927,1.22927,12.2194,1
1593252420,1.22927,1.22927,1.22927,1.22927,13.6306,1
1593252480,1.22927,1.22927,1.22927,1.22927,15.0549,1
1593252540,1.22927,1.22927,1.22927,1.22927,16.4942,1
1593252600,1.22927,1.22927,1.22927,1.22927,17.9074,1
1593252660,1.22927,1.22927,1.22927,1.22927,19.3216,1
1593252720,1.22927,1.22927,1.22927,1.22927,20.7308,1
1593252780,1.22927,1.22927,1.22927,1.22927,22.1407,1
1593252840,1.22927,1.22927,1.22927,1.22927,23.5488,1
1593252900,1.22927,1.22927,1.22927,1.22927,24.9595,1
1593253020,1.22927,1.22927,1.22903,1.22903,203.3727,2
1593253080,1.22927,1.22927,1.22927,1.22927,29.1732,1
1593253140,1.22927,1.22927,1.22927,1.22927,30.628,1
1593253260,1.22927,1.22927,1.22927,1.22927,33.4582,1
1593253320,1.22927,1.22927,1.22927,1.22927,34.8772,1
1593254280,1.22927,1.22927,1.22903,1.22903,208.0891,2
1593255420,1.22896,1.22927,1.22857,1.22927,8690.22057435,12
1593255600,1.22927,1.22927,1.22927,1.22927,76.88912932,1
1593255660,1.22849,1.22849,1.22849,1.22849,19.0215594,1
1593255840,1.22927,1.22928,1.22927,1.22928,204.66349945,2
1593255900,1.22928,1.22952,1.22928,1.22928,891.40847229,6
1593256080,1.22928,1.22928,1.22928,1.22928,169.89489894,1
1593257880,1.22971,1.22971,1.22971,1.22971,202.7672,1
1593258000,1.2298,1.2298,1.2298,1.2298,36.3845482,1
1593258060,1.2298,1.22986,1.2298,1.22986,242.70393241,3
1593258120,1.22984,1.22984,1.22984,1.22984,46.5624159,1
1593259440,1.22984,1.22984,1.22984,1.22984,156.2047841,1
1593259620,1.22984,1.22984,1.22984,1.22984,202.7672,1
1593260880,1.22913,1.22913,1.22913,1.22913,202.7422,1
1593261540,1.22899,1.22899,1.22899,1.22899,202.7524,1
1593261600,1.22998,1.23001,1.22998,1.23001,240.80425887,2
1593263580,1.2296,1.2296,1.2296,1.2296,38.7355969,1
1593264000,1.22873,1.22873,1.22871,1.22871,248.05,4
1593264240,1.2296,1.22978,1.2296,1.22978,202.30892325,2
1593264360,1.2296,1.2296,1.2296,1.2296,115.6954294,1
1593264540,1.2296,1.2296,1.2296,1.2296,87.0909706,1
1593264900,1.2296,1.2296,1.2296,1.2296,202.7864,1
1593265500,1.2296,1.2296,1.2296,1.2296,202.23349056,1
1593265980,1.22903,1.22903,1.22903,1.22903,141.4075,1
1593266040,1.22903,1.22903,1.22903,1.22903,40.2479,2
1593266220,1.22903,1.22903,1.22811,1.22889,3202.11402223,7
1593266280,1.22889,1.22889,1.22889,1.22889,203.4357,1
1593266580,1.22889,1.22889,1.22889,1.22889,203.4357,1
1593266760,1.2289,1.2289,1.22837,1.22837,2203.72007907,7
1593266820,1.22889,1.22935,1.22889,1.22935,535.4537,7
1593266880,1.22837,1.22837,1.22837,1.22837,349.4836,3
1593267120,1.22907,1.22914,1.22907,1.22914,605.4629403,4
1593267180,1.22935,1.22935,1.22935,1.22935,101.58319435,1
1593267360,1.22935,1.22935,1.22935,1.22935,15.9510351,1
1593267420,1.22858,1.22858,1.22858,1.22858,10.837,1
1593267480,1.22807,1.22807,1.22731,1.22731,4894.59580225,14
1593267600,1.2279,1.2279,1.2279,1.2279,2030.58542144,1
1593267660,1.22864,1.22864,1.22864,1.22864,14.88963406,1
1593267780,1.22864,1.22864,1.22864,1.22864,187.96826594,2
1593267840,1.22879,1.22879,1.22879,1.22879,59.55468386,2
1593267900,1.22879,1.22879,1.22879,1.22879,29.77766746,1
1593268020,1.22893,1.22893,1.22893,1.22893,202.8373,3
1593269280,1.22893,1.22893,1.22893,1.22893,32.7685,1
1593269700,1.22905,1.22905,1.22905,1.22905,38.61301595,1
1593269820,1.22913,1.22934,1.22913,1.22934,4192.81392971,3
1593270000,1.22937,1.22937,1.22937,1.22937,108.3295509,1
1593270360,1.22937,1.22937,1.22937,1.22937,94.4686491,1
1593270900,1.22937,1.22943,1.22937,1.22943,446.47144695,2
1593271920,1.2285,1.2285,1.22817,1.22834,364.95296312,7
1593272040,1.2285,1.2285,1.2285,1.2285,10.7944765,1
1593272760,1.22955,1.22962,1.22955,1.22962,252.72631278,3
1593273600,1.22875,1.22875,1.22875,1.22875,76.05,3
1593274080,1.22867,1.22867,1.22781,1.22781,6244.1499722,7
1593274200,1.22867,1.22867,1.22867,1.22867,202.7649,1
1593274740,1.22823,1.22823,1.22823,1.22823,101.27862,1
1593274800,1.22823,1.22823,1.22798,1.22798,771.38868,6
1593275100,1.2291,1.2291,1.2291,1.2291,19.72256122,1
1593275160,1.2291,1.2291,1.2291,1.2291,20.75559352,1
1593276060,1.22821,1.22821,1.22816,1.22821,468.5860745,3
1593276120,1.22924,1.22935,1.22924,1.22935,347.5984738,2
1593276300,1.2292,1.2292,1.2292,1.2292,202.7987,1
1593276660,1.22838,1.22838,1.22809,1.22812,3081.19767281,4
1593277200,1.22901,1.22905,1.2288,1.22905,881.45446874,6
1593277560,1.22895,1.22895,1.22895,1.22895,43.8390953,1
1593278520,1.22895,1.22895,1.22895,1.22895,158.9755,1
1593279000,1.22895,1.22908,1.22895,1.22908,202.7967,2
1593279420,1.22821,1.22821,1.22821,1.22821,99.8503,1
1593279720,1.22925,1.2293,1.22908,1.2293,4950.31241009,6
1593279900,1.2292,1.2292,1.2292,1.2292,203.3727,1
1593280140,1.2292,1.2292,1.2292,1.2292,203.3843,1
1593280740,1.2292,1.2292,1.2292,1.2292,203.3843,1
1593281220,1.22977,1.22977,1.22977,1.22977,202.7236,1
1593281340,1.22977,1.23001,1.22977,1.23001,301.91653339,2
1593282060,1.2292,1.2292,1.2292,1.2292,32.0136,1
1593282120,1.2292,1.2292,1.2292,1.2292,863.71927517,6
1593282300,1.22914,1.22914,1.22914,1.22914,117.9104089,1
1593284520,1.22882,1.22882,1.22882,1.22882,141.4648,1
1593285180,1.22961,1.22961,1.22961,1.22961,40.41378973,1
1593286200,1.22909,1.22909,1.22909,1.22909,18.5409405,1
1593286860,1.22909,1.22909,1.22882,1.22882,255.7431415,2
1593286920,1.22909,1.22909,1.22909,1.22909,165.4742601,1
1593287040,1.22909,1.22992,1.22881,1.22881,736.0244513,10
1593287100,1.22929,1.22929,1.2288,1.2288,270.6576414,9
1593287160,1.2288,1.22899,1.22875,1.22899,521.53203248,4
1593287220,1.22809,1.22809,1.226,1.22701,2069.87422373,12
1593287280,1.2279,1.2279,1.22624,1.22624,2502.71445964,5
1593287340,1.22599,1.22775,1.22599,1.22775,154.59761599,4
1593287400,1.22599,1.22657,1.22389,1.22389,4565.23900649,19
1593287460,1.22319,1.22566,1.22181,1.22396,614.0733386,7
1593287520,1.22714,1.22717,1.22714,1.22717,269.6248593,2
1593287700,1.22944,1.22969,1.22829,1.22829,1254.57752792,12
1593287760,1.22872,1.22872,1.22872,1.22872,140.1606,1
1593287820,1.22943,1.22944,1.22943,1.22944,297.3883154,3
1593287880,1.22857,1.22857,1.22857,1.22857,64.714,1
1593287940,1.22857,1.22857,1.22829,1.22829,609.06,6
1593288000,1.22857,1.22857,1.22857,1.22857,251.20310767,2
1593288060,1.22857,1.22857,1.22829,1.22857,454.22029233,3
1593288120,1.22844,1.22844,1.22829,1.22844,298.0410621,3
1593288180,1.22831,1.22831,1.22829,1.22829,524.6422379,3
1593288420,1.2287,1.2288,1.22864,1.22872,1070.3941258,9
1593288540,1.22872,1.2288,1.22872,1.22872,1303.14401014,10
1593288720,1.22795,1.22795,1.22795,1.22795,10.8549,1
1593288960,1.22882,1.22924,1.22882,1.22906,11687.17850382,18
1593289020,1.22928,1.22934,1.22927,1.22927,2046.54243235,13
1593289260,1.22857,1.22857,1.22856,1.22856,241.1817,2
1593289740,1.22827,1.22827,1.22827,1.22827,93.951954,2
1593290700,1.22921,1.22921,1.22921,1.22921,175.4282832,1
1593290760,1.22827,1.22827,1.22827,1.22827,53.1262206,1
1593291600,1.22827,1.22827,1.22733,1.22733,2998.04996249,10
1593291780,1.22827,1.22827,1.22827,1.22827,1E+2,1
1593292440,1.22871,1.22871,1.22871,1.22871,346.0682,2
1593293580,1.22958,1.22968,1.22958,1.22968,241.38606894,5
1593293760,1.22861,1.22861,1.22846,1.22846,238.46256663,2
1593294300,1.22958,1.22984,1.22958,1.22984,222.11555708,3
1593294480,1.22958,1.22958,1.22958,1.22958,15.9964,1
1593294540,1.22958,1.22958,1.22958,1.22958,30.8386,1
1593294600,1.22958,1.22984,1.22958,1.22958,226.54076251,3
1593294660,1.22958,1.22958,1.22958,1.22958,16.8286118,1
1593294840,1.22958,1.22967,1.22943,1.22967,529.91878145,4
1593294960,1.22958,1.23001,1.22958,1.23,7309.40680979,33
1593295020,1.23038,1.23051,1.23038,1.23038,632.36375869,6
1593295080,1.23038,1.23063,1.23024,1.23024,525.18846334,10
1593295140,1.22936,1.22936,1.22926,1.22926,303.4277,2
1593295800,1.2295,1.2295,1.2295,1.2295,302.7735,1
1593295860,1.2295,1.2295,1.2295,1.2295,653.8555899,5
1593295920,1.2295,1.2295,1.2295,1.2295,339.1124765,2
1593296700,1.2297,1.2297,1.2297,1.2297,14.9808,1
1593296880,1.2297,1.2297,1.2297,1.2297,114.8576274,2
1593296940,1.23057,1.23063,1.23057,1.23063,341.83870057,2
1593297420,1.2297,1.2297,1.2295,1.2295,120.09415,2
1593298140,1.23057,1.23057,1.23057,1.23057,34.4581237,1
1593298320,1.2297,1.2297,1.2297,1.2297,140.7938,1
1593298380,1.2297,1.2297,1.22951,1.2297,381.5386857,3
1593298740,1.2297,1.2297,1.2297,1.2297,25.8150591,1
1593299100,1.2297,1.2297,1.2297,1.2297,89.34002928,1
1593300060,1.2297,1.2297,1.2297,1.2297,87.5625,1
1593300840,1.2297,1.2297,1.2295,1.2295,2.1E+2,2
1593300900,1.23034,1.23034,1.23034,1.23034,34.8981633,1
1593301020,1.23048,1.23048,1.23048,1.23048,141.14955139,1
1593301200,1.23048,1.23048,1.23048,1.23048,16.7740573,1
1593301440,1.22962,1.22962,1.22961,1.22961,188.05,3
1593301620,1.22961,1.22961,1.22961,1.22961,172.7152,2
1593301680,1.22961,1.22961,1.2295,1.2295,554.04335514,6
1593301740,1.22961,1.22961,1.22961,1.22961,181.0285902,1
1593302820,1.23048,1.23058,1.23048,1.23058,450.32259131,3
1593303780,1.22961,1.22961,1.2295,1.2295,207.5955098,2
1593304200,1.22961,1.22961,1.2295,1.2295,276.4401,2
1593305580,1.22961,1.22961,1.2295,1.2295,389.4074386,3
1593307560,1.22961,1.22961,1.22922,1.22922,1996.1,6
1593310260,1.22946,1.22946,1.22921,1.22921,477.4272891,6
1593310440,1.22946,1.22946,1.22946,1.22946,145.3031514,2
1593315960,1.2294,1.22968,1.2294,1.22968,593.3128014,5
1593316020,1.22968,1.22968,1.22968,1.22968,181.7216046,1
1593318360,1.22968,1.22968,1.22968,1.22968,20.9274,1
1593318600,1.22968,1.22968,1.22968,1.22968,98.05,3
1593322200,1.23071,1.23071,1.23071,1.23071,46.7124658,1
1593323580,1.22968,1.22968,1.22952,1.22952,111.84872094,3
1593324240,1.22984,1.22984,1.22984,1.22984,191.12697586,1
1593324900,1.23071,1.23082,1.2294,1.2294,660.80188935,5
1593326040,1.23071,1.23071,1.23071,1.23071,47.0907437,1
1593326280,1.23071,1.23082,1.23071,1.23082,271.7970195,3
1593328380,1.2294,1.2294,1.22934,1.22934,236.15509101,2
1593331140,1.2301,1.2301,1.2301,1.2301,202.7488,2
1593333960,1.22974,1.22974,1.22974,1.22974,47.3275803,1
1593334020,1.22974,1.23004,1.22974,1.22974,816.15365449,9
1593334140,1.22903,1.22903,1.22903,1.22903,121.8689,1
1593334560,1.22903,1.22903,1.22903,1.22903,2E+1,1
1593335760,1.22903,1.22903,1.22903,1.22903,60.8794,1
1593336060,1.2299,1.2299,1.2299,1.2299,15.6392236,1
1593336180,1.22903,1.22903,1.22903,1.22903,86.81602563,1
1593336840,1.2299,1.2299,1.2299,1.2299,142.4681258,3
1593336900,1.2299,1.22994,1.2299,1.22994,52.6042059,2
1593337020,1.22958,1.22958,1.22958,1.22958,55.1729178,1
1593337080,1.22958,1.22958,1.22958,1.22958,57.7440864,1
1593337140,1.22958,1.22958,1.22958,1.22958,32.82267115,1
1593338340,1.22958,1.22994,1.22958,1.22994,151.31745125,2
1593340860,1.22958,1.22958,1.22958,1.22958,202.7783,1
1593340980,1.22958,1.22958,1.22958,1.22958,32.0324004,1
1593341040,1.22958,1.22958,1.22958,1.22958,81.0506697,1
1593341520,1.22886,1.22886,1.22886,1.22886,22.9415355,1
1593343800,1.22973,1.22973,1.22973,1.22973,246.1485457,2
1593346380,1.22899,1.22899,1.22899,1.22899,43.946,1
1593346800,1.22899,1.22899,1.22899,1.22899,158.7979,2
1593346920,1.22899,1.22899,1.2287,1.2287,451.75,4
1593347160,1.2288,1.2298,1.2288,1.2298,293.1638,2
1593348360,1.22981,1.22981,1.22981,1.22981,23.22028621,1
1593348540,1.22981,1.22981,1.22981,1.22981,121.86028736,1
1593348720,1.2288,1.2288,1.2287,1.2287,235.1979,2
1593349200,1.22995,1.22995,1.22995,1.22995,13.15142891,1
1593350100,1.22907,1.22907,1.22889,1.22889,237.84535437,2
1593352260,1.2289,1.2289,1.22824,1.22824,1.49E+3,6
1593352800,1.22948,1.22978,1.22948,1.22978,43.96568182,2
1593353580,1.22966,1.22966,1.22966,1.22966,202.7641,5
1593353640,1.2299,1.2301,1.22967,1.23005,6140.01404195,18
1593355680,1.2301,1.23023,1.2301,1.23023,153.60566857,4
1593355740,1.23023,1.23023,1.23023,1.23023,31.7628311,1
1593355860,1.22939,1.22939,1.22939,1.22939,95.53616011,1
1593356280,1.23029,1.23029,1.23029,1.23029,161.57344566,1
1593356880,1.22913,1.22913,1.22913,1.22913,23.730246,1
1593358260,1.22913,1.22913,1.22913,1.22913,179.008854,1
1593358560,1.22897,1.22897,1.22897,1.22897,11.0639804,1
1593358620,1.22897,1.22897,1.22872,1.22872,767.26655675,6
1593358680,1.22897,1.22897,1.22897,1.22897,202.7513,1
1593358740,1.22897,1.22897,1.22897,1.22897,202.7513,1
1593359100,1.22897,1.22897,1.22897,1.22897,202.7512,2
1593359400,1.22965,1.22965,1.22965,1.22965,45.55841093,1
1593359640,1.22897,1.22897,1.22882,1.22882,202.7638,2
1593359940,1.22883,1.22883,1.22883,1.22883,1405.8931,8
1593360000,1.22968,1.22968,1.22968,1.22968,43.4463029,1
1593360180,1.22968,1.22968,1.22968,1.22968,362.0765971,2
1593360600,1.22968,1.22968,1.22968,1.22968,202.7592,1
1593360660,1.22968,1.22968,1.22968,1.22968,1013.796,8
1593360720,1.22988,1.22988,1.22988,1.22988,202.7486,1
1593360900,1.22987,1.22987,1.22987,1.22987,91.06247001,1
1593360960,1.22987,1.23008,1.22987,1.23008,2015.23879633,7
1593361020,1.2301,1.2301,1.2301,1.2301,32.11543776,1
1593361320,1.22921,1.22921,1.22908,1.22908,846.19442478,7
1593361380,1.22908,1.22908,1.22908,1.22908,202.7147,3
1593361440,1.23009,1.2301,1.23009,1.2301,213.05731544,2
1593361500,1.22908,1.22908,1.22897,1.22897,307.1363,2
1593361920,1.22908,1.22908,1.22902,1.22902,3764.3165,20
1593362040,1.22902,1.22902,1.22902,1.22902,87.2285,1
1593362100,1.22902,1.22902,1.22902,1.22902,150.7774716,1
1593362160,1.22997,1.22997,1.22997,1.22997,47.4115,1
1593362460,1.22997,1.22997,1.22997,1.22997,155.2983,1
1593362820,1.22902,1.22902,1.22795,1.22795,3998,8
1593363000,1.22886,1.22923,1.22853,1.22886,1468.7377,9
1593363180,1.22923,1.22923,1.22923,1.22923,0.00004212,1
1593363360,1.22962,1.22962,1.22962,1.22962,11.041,1
1593363660,1.22985,1.22985,1.22985,1.22985,202.7036,1
1593363780,1.22999,1.22999,1.22999,1.22999,202.6887,1
1593363840,1.22999,1.22999,1.22907,1.22907,238.38128512,3
1593364500,1.22929,1.22929,1.22929,1.22929,141.4193,1
1593365220,1.22929,1.22929,1.22929,1.22929,30.7647,1
1593365460,1.23016,1.23016,1.23016,1.23016,202.6651,1
1593366300,1.23,1.23011,1.23,1.23011,209.63968865,2
1593366360,1.22911,1.22911,1.22903,1.22911,3480.55623601,21
1593366540,1.22998,1.22998,1.22998,1.22998,98.53956974,1
1593369240,1.23,1.23,1.23,1.23,27.58852388,1
1593369300,1.23,1.23131,1.23,1.23131,6E+3,13
1593370080,1.23019,1.23019,1.23019,1.23019,84.31185426,1
1593372660,1.22932,1.22932,1.22932,1.22932,22.1493285,1
1593373080,1.22932,1.22932,1.22914,1.22932,279.87207241,3
1593373260,1.22932,1.22932,1.22932,1.22932,137.9328,1
1593373560,1.22932,1.22932,1.22932,1.22932,202.6855,2
1593373620,1.22945,1.22945,1.22906,1.22932,1951.5040454,12
1593373680,1.22932,1.22932,1.22907,1.22922,832.455,8
1593373800,1.22909,1.22909,1.22909,1.22909,59.4487917,2
1593374220,1.22909,1.22909,1.22909,1.22909,91.63,1
1593374280,1.22909,1.22909,1.22909,1.22909,47.9714805,1
1593375480,1.22952,1.22952,1.22952,1.22952,10.893,1
1593375540,1.23027,1.23027,1.23027,1.23027,114.38886907,1
1593375960,1.23027,1.23033,1.23009,1.23009,458.72331489,5
1593376500,1.22972,1.22972,1.22972,1.22972,95.8765,1
1593377100,1.22918,1.22918,1.22918,1.22918,46.6228,1
1593378180,1.23009,1.23033,1.23009,1.23033,250.0887,3
1593378360,1.23009,1.23009,1.23009,1.23009,76.83889051,1
1593378780,1.23009,1.23034,1.23009,1.23034,47.72997617,2
1593379140,1.23048,1.23048,1.23048,1.23048,47.3536,1
1593379200,1.23118,1.23118,1.23118,1.23118,202.5226,1
1593380580,1.23006,1.23006,1.23006,1.23006,33.77953561,1
1593384960,1.22992,1.22992,1.22992,1.22992,202.5808,1
1593385740,1.2306,1.2306,1.2306,1.2306,405.2356,2
1593386160,1.22963,1.22963,1.22963,1.22963,202.6194,1
1593386880,1.23031,1.23043,1.23017,1.23017,1136.318,6
1593389340,1.23014,1.23014,1.23014,1.23014,37.68787231,1
1593389400,1.23084,1.23084,1.23084,1.23084,35.61297436,1
1593390300,1.22964,1.22964,1.22964,1.22964,18.6319494,1
1593390900,1.23,1.2301,1.22995,1.2301,1272.42623041,9
1593392760,1.23181,1.23213,1.23179,1.23213,491.5580375,4
1593393180,1.23189,1.23189,1.23189,1.23189,86.79727897,1
1593399060,1.2327,1.2327,1.2327,1.2327,202.1059,1
